year,month,rank,song_title,artist_name
1960,10,48,ROCKING GOOSE,JOHNNY AND THE HURRICANES
1960,10,49,GOTTA GET A DATE,FRANK IFIELD
1960,10,50,BROKEN DOLL,TOMMY BRUCE AND THE BRUISERS
1960,11,1,ONLY THE LONELY,ROY ORBISON
1960,11,2,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY
1960,11,3,TELL LAURA I LOVE HER,RICKY VALANCE
1960,11,4,HOW ABOUT THAT,ADAM FAITH
1960,11,5,LUCILLE/SO SAD,THE EVERLY BROTHERS
1960,11,6,LET'S THINK ABOUT LIVING,BOB LUMAN
1960,11,7,NINE TIMES OUT OF TEN,CLIFF RICHARD
1960,11,8,A MESS OF BLUES,ELVIS PRESLEY
1960,11,9,CHAIN GANG,SAM COOKE
1960,11,10,PLEASE HELP ME I'M FALLING,HANK LOCKLIN
1960,11,11,ROCKING GOOSE,JOHNNY AND THE HURRICANES
1960,11,12,DREAMIN',JOHNNY BURNETTE
1960,11,13,WALK DON'T RUN,JOHN BARRY SEVEN
1960,11,14,WALK, DON'T RUN
1960,11,15,EVERYBODY'S SOMEBODY'S FOOL,CONNIE FRANCIS
1960,11,16,APACHE,THE SHADOWS
1960,11,17,MY LOVE FOR YOU,JOHNNY MATHIS
1960,11,18,NICE 'N' EASY,FRANK SINATRA
1960,11,19,THEM THERE EYES,EMILE FORD AND THE CHECKMATES
1960,11,20,BECAUSE THEY'RE YOUNG,DUANE EDDY
1960,11,21,SHORTNIN' BREAD,VISCOUNTS
1960,11,22,RESTLESS,JOHNNY KIDD AND THE PIRATES
1960,11,23,PASSING BREEZE,RUSS CONWAY
1960,11,24,PAPER ROSES,KAYE SISTERS
1960,11,25,MACDONALD'S CAVE,PILTDOWN MEN
1960,11,26,WONDROUS PLACE,BILLY FURY
1960,11,27,TOP TEEN BABY,GARY MILLS
1960,11,28,NEVER ON SUNDAY,DON COSTA AND HIS ORCHESTRA AND CHORUS
1960,11,29,PLEASE DON'T TEASE,CLIFF RICHARD
1960,11,30,NEVER ON SUNDAY,LYNN CORNELL
1960,11,31,I WANT TO BE WANTED,BRENDA LEE
1960,11,32,WHEN WILL I BE LOVED,THE EVERLY BROTHERS
1960,11,33,NEVER ON SUNDAY,MANUEL AND THE MUSIC OF THE MOUNTAINS
1960,11,34,LOVE IS LIKE A VIOLIN,KEN DODD
1960,11,35,HE'LL HAVE TO GO,JIM REEVES
1960,11,36,MULE SKINNER BLUES,FENDERMEN
1960,11,37,IMAGE OF A GIRL,MARK WYNTER
1960,11,38,MILORD,FRANKIE VAUGHAN
1960,11,39,FOUR LITTLE HEELS,BRIAN HYLAND
1960,11,40,LEARNIN' THE GAME,BUDDY HOLLY
1960,11,41,I'D DO ANYTHING,MIKE PRESTON
1960,11,42,NEVER ON SUNDAY,MAKADOPOULOS AND HIS GREEK SERENADERS
1960,11,43,OBSESSION,REG OWEN
1960,11,44,ROCKIN' ALONE,MIKI AND GRIFF
1960,11,45,FOUR LITTLE HEELS,AVONS
1960,11,46,MR. CUSTER,CHARLIE DRAKE
1960,11,47,SORRY ROBBIE,BERT WEEDON
1960,11,48,ALONG CAME CAROLINE,MICHAEL COX
1960,11,49,BLUE ANGEL,ROY ORBISON
1960,11,50,NEVER ON SUNDAY,CHAQUITO
1960,12,1,IT'S NOW OR NEVER,ELVIS PRESLEY
1960,12,2,SAVE THE LAST DANCE FOR ME,THE DRI
1960,12,3,ROCKING GOOSE,JOHNNY AND THE HURRICANES
1960,12,4,GOODNESS GRACIOUS ME,PETER SELLERS AND SOPHIA LOREN
1960,12,5,MAN OF MYSTERY/THE STRANGER,THE SHADOWS
1960,12,6,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY
1960,12,7,MY HEART HAS A MIND OF ITS OWN,CONNIE FRANCIS
1960,12,8,LITTLE DONKEY,NINA AND FREDERICK
1960,12,9,DREAMIN',JOHNNY BURNETTE
1960,12,10,LET'S THINK ABOUT LIVING,BOB LUMAN
1960,12,11,ONLY THE LONELY,ROY ORBISON
1960,12,12,STRAWBERRY FAIR,ANTHONY NEWLEY
1960,12,13,MY LOVE FOR YOU,JOHNNY MATHIS
1960,12,14,MR. CUSTER,CHARLIE DRAKE
1960,12,15,BLUE ANGEL,ROY ORBISON
1960,12,16,OL' MAC DONALD,FRANK SINATRA
1960,12,17,MACDONALD'S CAVE,PILTDOWN MEN
1960,12,18,LIVELY,LONNIE DONEGAN
1960,12,19,KOMMOTION,DUANE EDDY
1960,12,20,JUST AS MUCH AS EVER,NAT KING COLE
1960,12,21,LONELY PUP (IN A CHRISTMAS SHOP),ADAM FAITH
1960,12,22,CHAIN GANG,SAM COOKE
1960,12,23,I LOVE YOU,CLIFF RICHARD
1960,12,24,KICKING UP THE LEAVES,MARK WYNTER
1960,12,25,MILORD,EDITH PIAF
1960,12,26,PLEASE HELP ME I'M FALLING,HANK LOCKLIN
1960,12,27,LUCILLE/SO SAD,THE EVERLY BROTHERS
1960,12,28,NINE TIMES OUT OF TEN,CLIFF RICHARD
1960,12,29,SORRY ROBBIE,BERT WEEDON
1960,12,30,TOP TEEN BABY,GARY MILLS
1960,12,31,NEVER ON SUNDAY,MANUEL AND THE MUSIC OF THE MOUNTAINS
1960,12,32,NEVER ON SUNDAY,LYNN CORNELL
1960,12,33,DON'T BE CRUEL,BILL BLACK'S COMBO
1960,12,34,WALK DON'T RUN,JOHN BARRY SEVEN
1960,12,35,GURNEY SLADE,MAX HARRIS
1960,12,36,EVEN MORE PARTY POPS,RUSS CONWAY
1960,12,37,POETRY IN MOTION,JOHNNY TILLOTSON
1960,12,38,PERFIDIA,THE VENTURES
1960,12,39,NEVER ON SUNDAY,MAKADOPOULOS AND HIS GREEK SERENADERS
1960,12,40,THEM THERE EYES,EMILE FORD AND THE CHECKMATES
1960,12,41,SHORTNIN' BREAD,VISCOUNTS
1960,12,42,HOW ABOUT THAT,ADAM FAITH
1960,12,43,WALK, DON'T RUN
1960,12,44,APACHE,THE SHADOWS
1960,12,45,TELL LAURA I LOVE HER,RICKY VALANCE
1960,12,46,NEVER ON SUNDAY,DON COSTA AND HIS ORCHESTRA AND CHORUS
1960,12,47,GEORGIA ON MY MIND,RAY CHARLES
1960,12,48,MILORD,FRANKIE VAUGHAN
1960,12,49,FOUR LITTLE HEELS,AVONS
1960,12,50,PASSING BREEZE,RUSS CONWAY
1961,1,1,I LOVE YOU,CLIFF RICHARD
1961,1,2,IT'S NOW OR NEVER,ELVIS PRESLEY
1961,1,3,STRAWBERRY FAIR,ANTHONY NEWLEY
1961,1,4,LITTLE DONKEY,NINA AND FREDERICK
1961,1,5,SAVE THE LAST DANCE FOR ME,THE DRI
1961,1,6,POETRY IN MOTION,JOHNNY TILLOTSON
1961,1,7,LONELY PUP (IN A CHRISTMAS SHOP),ADAM FAITH
1961,1,8,ROCKING GOOSE,JOHNNY AND THE HURRICANES
1961,1,9,MAN OF MYSTERY/THE STRANGER,THE SHADOWS
1961,1,10,MY HEART HAS A MIND OF ITS OWN,CONNIE FRANCIS
1961,1,11,GURNEY SLADE,MAX HARRIS
1961,1,12,PERFIDIA,THE VENTURES
1961,1,13,GOODNESS GRACIOUS ME,PETER SELLERS AND SOPHIA LOREN
1961,1,14,COUNTING TEARDROPS,EMILE FORD AND THE CHECKMATES
1961,1,15,LIVELY,LONNIE DONEGAN
1961,1,16,PORTRAIT OF MY LOVE,MATT MONRO
1961,1,17,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY
1961,1,18,DREAMIN',JOHNNY BURNETTE
1961,1,19,BLUE ANGEL,ROY ORBISON
1961,1,20,OL' MAC DONALD,FRANK SINATRA
1961,1,21,MY LOVE FOR YOU,JOHNNY MATHIS
1961,1,22,JUST AS MUCH AS EVER,NAT KING COLE
1961,1,23,MR. CUSTER,CHARLIE DRAKE
1961,1,24,LIKE STRANGERS,THE EVERLY BROTHERS
1961,1,25,MILORD,EDITH PIAF
1961,1,26,LITTLE GIRL,MARTY WILDE
1961,1,27,EVEN MORE PARTY POPS,RUSS CONWAY
1961,1,28,SWAY,BOBBY RYDELL
1961,1,29,GEORGIA ON MY MIND,RAY CHARLES
1961,1,30,KICKING UP THE LEAVES,MARK WYNTER
1961,1,31,BUONA SERA,MR ACKER BILK
1961,1,32,VIRGIN MARY,LONNIE DONEGAN
1961,1,33,ONLY THE LONELY,ROY ORBISON
1961,1,34,STRAWBERRY BLONDE,FRANK D'RONE
1961,1,35,MACDONALD'S CAVE,PILTDOWN MEN
1961,1,36,LET'S THINK ABOUT LIVING,BOB LUMAN
1961,1,37,BLACK STOCKINGS,JOHN BARRY SEVEN
1961,1,38,TOP TEEN BABY,GARY MILLS
1961,1,39,BLUE-EYED BOY,AL SAXON
1961,1,40,MUST BE SANTA,TOMMY STEELE
1961,1,41,LITTLE WHITE BERRY,ROY CASTLE
1961,1,42,LET'S SLIP AWAY,CLEO LAINE
1961,1,43,LET'S/SERENATA,SARAH VAUGHAN
1961,1,44,NEVER ON SUNDAY,MAKADOPOULOS AND HIS GREEK SERENADERS
1961,1,45,KOMMOTION,DUANE EDDY
1961,1,46,CHARMING BILLY,JOHNNY PRESTON
1961,1,47,TOGETHERNESS,MIKE PRESTON
1961,1,48,SORRY ROBBIE,BERT WEEDON
1961,1,49,DEEP FEELING,MIKE SAGAR AND THE CRESTERS
1961,1,50,LUCILLE/SO SAD,THE EVERLY BROTHERS
1961,2,1,ARE YOU LONESOME TONIGHT?,ELVIS PRESLEY
1961,2,2,POETRY IN MOTION,JOHNNY TILLOTSON
1961,2,3,PORTRAIT OF MY LOVE,MATT MONRO
1961,2,4,COUNTING TEARDROPS,EMILE FORD AND THE CHECKMATES
1961,2,5,PEPE,DUANE EDDY
1961,2,6,I LOVE YOU,CLIFF RICHARD
1961,2,7,PERFIDIA,THE VENTURES
1961,2,8,SAVE THE LAST DANCE FOR ME,THE DRI
1961,2,9,BUONA SERA,MR ACKER BILK
1961,2,10,YOU'RE SIXTEEN,JOHNNY BURNETTE
1961,2,11,IT'S NOW OR NEVER,ELVIS PRESLEY
1961,2,12,SWAY,BOBBY RYDELL
1961,2,13,LIKE STRANGERS,THE EVERLY BROTHERS
1961,2,14,STAY,MAURICE WILLIAMS AND THE ZODIACS
1961,2,15,MANY TEARS AGO,CONNIE FRANCIS
1961,2,16,RUBBER BALL,MARTY WILDE
1961,2,17,LITTLE GIRL,MARTY WILDE
1961,2,18,SAILOR,PETULA CLARK
1961,2,19,A SCOTTISH SOLDIER,ANDY STEWART
1961,2,20,GOODNESS GRACIOUS ME,PETER SELLERS AND SOPHIA LOREN
1961,2,21,DOLL HOUSE,KING BROTHERS
1961,2,22,PILTDOWN RIDES AGAIN,PILTDOWN MEN
1961,2,23,BLUE ANGEL,ROY ORBISON
1961,2,24,RUBBER BALL,BOBBY VEE
1961,2,25,PEPE,RUSS CONWAY
1961,2,26,MAN OF MYSTERY/THE STRANGER,THE SHADOWS
1961,2,27,SAILOR,ANNE SHELTON
1961,2,28,A THOUSAND STARS,BILLY FURY
1961,2,29,ROCKING GOOSE,JOHNNY AND THE HURRICANES
1961,2,30,BANGERS AND MASH,PETER SELLERS AND SOPHIA LOREN
1961,2,31,STRAWBERRY BLONDE,FRANK D'RONE
1961,2,32,NORTH TO ALASKA,JOHNNY HORTON
1961,2,33,CHARIOT,RHET STOLLER
1961,2,34,STRAWBERRY FAIR,ANTHONY NEWLEY
1961,2,35,GURNEY SLADE,MAX HARRIS
1961,2,36,LONELY PUP (IN A CHRISTMAS SHOP),ADAM FAITH
1961,2,37,RUBBER BALL,AVONS
1961,2,38,BLACK STOCKINGS,JOHN BARRY SEVEN
1961,2,39,MY LOVE FOR YOU,JOHNNY MATHIS
1961,2,40,MY HEART HAS A MIND OF ITS OWN,CONNIE FRANCIS
1961,2,41,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY
1961,2,42,LET'S JUMP THE BROOMSTICK,BRENDA LEE
1961,2,43,NEW ORLEANS,U.S. BONDS
1961,2,44,MYSTERY GIRL,JESS CONRAD
1961,2,45,SHINE,JOE BROWN AND HIS BRUVVERS
1961,2,46,MEAN MEAN MAN,WANDA JACKSON
1961,2,47,WHAT TO DO,BUDDY HOLLY
1961,2,48,MY GIRL JOSEPHINE,FATS DOMINO
1961,2,49,GEORGIA ON MY MIND,RAY CHARLES
1961,2,50,CAN'T YOU HEAR MY HEART,DANNY RIVERS
1961,3,1,SAILOR,PETULA CLARK
1961,3,2,ARE YOU LONESOME TONIGHT?,ELVIS PRESLEY
1961,3,3,WALK RIGHT BACK/EBONY EYES,THE EVERLY BROTHERS
1961,3,4,YOU'RE SIXTEEN,JOHNNY BURNETTE
1961,3,5,WHO AM I?/THIS IS IT,ADAM FAITH
1961,3,6,FBI,THE SHADOWS
1961,3,7,RUBBER BALL,BOBBY VEE
1961,3,8,WILL YOU LOVE ME TOMORROW?,SHIRELLES
1961,3,9,PEPE,DUANE EDDY
1961,3,10,CALENDAR GIRL,NEIL SEDAKA
1961,3,11,BUONA SERA,MR ACKER BILK
1961,3,12,PORTRAIT OF MY LOVE,MATT MONRO
1961,3,13,RUBBER BALL,MARTY WILDE
1961,3,14,SAILOR,ANNE SHELTON
1961,3,15,POETRY IN MOTION,JOHNNY TILLOTSON
1961,3,16,NEW ORLEANS,U.S. BONDS
1961,3,17,PILTDOWN RIDES AGAIN,PILTDOWN MEN
1961,3,18,MANY TEARS AGO,CONNIE FRANCIS
1961,3,19,LET'S JUMP THE BROOMSTICK,BRENDA LEE
1961,3,20,A THOUSAND STARS,BILLY FURY
1961,3,21,COUNTING TEARDROPS,EMILE FORD AND THE CHECKMATES
1961,3,22,GATHER IN THE MUSHROOMS,BENNY HILL
1961,3,23,PEPE,RUSS CONWAY
1961,3,24,RIDERS IN THE SKY,RAMRODS
1961,3,25,MYSTERY GIRL,JESS CONRAD
1961,3,26,I LOVE YOU,CLIFF RICHARD
1961,3,27,STAY,MAURICE WILLIAMS AND THE ZODIACS
1961,3,28,A SCOTTISH SOLDIER,ANDY STEWART
1961,3,29,SWAY,BOBBY RYDELL
1961,3,30,WHEELS,STRING-A-LONGS
1961,3,31,ARE YOU SURE,ALLISONS
1961,3,32,FIRST TASTE OF LOVE,BEN E KING
1961,3,33,SHINE,JOE BROWN AND HIS BRUVVERS
1961,3,34,IT'S NOW OR NEVER,ELVIS PRESLEY
1961,3,35,GINCHY,BERT WEEDON
1961,3,36,DOLL HOUSE,KING BROTHERS
1961,3,37,PERFIDIA,THE VENTURES
1961,3,38,SAVE THE LAST DANCE FOR ME,THE DRI
1961,3,39,SAMANTHA,LONNIE DONEGAN PRESENTS KENNY BALL AND HIS JAZZMEN
1961,3,40,WHAT TO DO,BUDDY HOLLY
1961,3,41,THE WORLD IN MY ARMS,NAT 'KING' COLE
1961,3,42,CORINNE, CORINNA
1961,3,43,NORTH TO ALASKA,JOHNNY HORTON
1961,3,44,BLACK BEAR,FRANK CORDELL AND HIS ORCHESTRA
1961,3,45,C'EST SI BON,CONWAY TWITTY
1961,3,46,CHARIOT,RHET STOLLER
1961,3,47,AFRICAN WALTZ,JOHNNY DANKWORTH
1961,3,48,AS LONG AS HE NEEDS ME,SHIRLEY BASSEY
1961,3,49,GYPSY BEAT,PACKABEATS
1961,3,50,MAN FROM MADRID FT JOANNE BROWN,TONY OSBORNE SOUND FEATURING JOANNE BROWN
1961,4,1,WOODEN HEART,ELVIS PRESLEY
1961,4,2,ARE YOU SURE,ALLISONS
1961,4,3,THEME FOR A DREAM,CLIFF RICHARD
1961,4,4,WALK RIGHT BACK/EBONY EYES,THE EVERLY BROTHERS
1961,4,5,WILL YOU LOVE ME TOMORROW?,SHIRELLES
1961,4,6,MY KIND OF GIRL,MATT MONRO
1961,4,7,AND THE HEAVENS CRIED,ANTHONY NEWLEY
1961,4,8,THEME FROM 'EXODUS',FERRANTE AND TEICHER
1961,4,9,RIDERS IN THE SKY,RAMRODS
1961,4,10,LAZY RIVER,BOBBY DARIN
1961,4,11,FBI,THE SHADOWS
1961,4,12,WHEELS,STRING-A-LONGS
1961,4,13,SAMANTHA,LONNIE DONEGAN PRESENTS KENNY BALL AND HIS JAZZMEN
1961,4,14,WHO AM I?/THIS IS IT,ADAM FAITH
1961,4,15,MARRY ME,MIKE PRESTON
1961,4,16,SAILOR,PETULA CLARK
1961,4,17,CALENDAR GIRL,NEIL SEDAKA
1961,4,18,ARE YOU LONESOME TONIGHT?,ELVIS PRESLEY
1961,4,19,LET'S JUMP THE BROOMSTICK,BRENDA LEE
1961,4,20,BABY SITTIN' BOOGIE,BUZZ CLIFFORD
1961,4,21,WHERE THE BOYS ARE/BABY ROO,CONNIE FRANCIS
1961,4,22,JA-DA,JOHNNY AND THE HURRICANES
1961,4,23,GOODNIGHT MRS. FLINTSTONE,PILTDOWN MEN
1961,4,24,76 TROMBONES,KING BROTHERS
1961,4,25,THEME FROM 'EXODUS',SEMPRINI
1961,4,26,AFRICAN WALTZ,JOHNNY DANKWORTH
1961,4,27,DREAM GIRL,MARK WYNTER
1961,4,28,DON'T TREAT ME LIKE A CHILD,HELEN SHAPIRO
1961,4,29,YOU'RE DRIVING ME CRAZY,TEMPERANCE SEVEN
1961,4,30,PEPE,DUANE EDDY
1961,4,31,I COUNT THE TEARS,THE DRI
1961,4,32,A SCOTTISH SOLDIER,ANDY STEWART
1961,4,33,GEE WHIZ IT'S YOU,CLIFF RICHARD
1961,4,34,GATHER IN THE MUSHROOMS,BENNY HILL
1961,4,35,PONY TIME,CHUBBY CHECKER
1961,4,36,TRAMBONE,KREW KATS
1961,4,37,FIRST TASTE OF LOVE,BEN E KING
1961,4,38,YOU'RE SIXTEEN,JOHNNY BURNETTE
1961,4,39,WAR PAINT,BROOK BROTHERS
1961,4,40,RUBBER BALL,BOBBY VEE
1961,4,41,NEW ORLEANS,U.S. BONDS
1961,4,42,GOOD TIME BABY,BOBBY RYDELL
1961,4,43,NORTH TO ALASKA,JOHNNY HORTON
1961,4,44,I TOLD YOU SO,JIMMY JONES
1961,4,45,PORTRAIT OF MY LOVE,MATT MONRO
1961,4,46,WHAT AM I GONNA DO,EMILE FORD AND THE CHECKMATES
1961,4,47,BUONA SERA,MR ACKER BILK
1961,4,48,(I WANNA) LOVE MY LIFE AWAY,GENE PITNEY
1961,4,49,THE WORLD IN MY ARMS,NAT 'KING' COLE
1961,4,50,MYSTERY GIRL,JESS CONRAD
1961,5,1,WOODEN HEART,ELVIS PRESLEY
1961,5,2,LAZY RIVER,BOBBY DARIN
1961,5,3,ARE YOU SURE,ALLISONS
1961,5,4,YOU'RE DRIVING ME CRAZY,TEMPERANCE SEVEN
1961,5,5,WHERE THE BOYS ARE/BABY ROO,CONNIE FRANCIS
1961,5,6,GEE WHIZ IT'S YOU,CLIFF RICHARD
1961,5,7,BLUE MOON,MARCELS
1961,5,8,WALK RIGHT BACK/EBONY EYES,THE EVERLY BROTHERS
1961,5,9,WAR PAINT,BROOK BROTHERS
1961,5,10,THEME FROM 'EXODUS',FERRANTE AND TEICHER
1961,5,11,THEME FOR A DREAM,CLIFF RICHARD
1961,5,12,WILL YOU LOVE ME TOMORROW?,SHIRELLES
1961,5,13,FBI,THE SHADOWS
1961,5,14,AND THE HEAVENS CRIED,ANTHONY NEWLEY
1961,5,15,DON'T TREAT ME LIKE A CHILD,HELEN SHAPIRO
1961,5,16,MY KIND OF GIRL,MATT MONRO
1961,5,17,AFRICAN WALTZ,JOHNNY DANKWORTH
1961,5,18,THEME FROM DIXIE,DUANE EDDY
1961,5,19,BABY SITTIN' BOOGIE,BUZZ CLIFFORD
1961,5,20,SAMANTHA,LONNIE DONEGAN PRESENTS KENNY BALL AND HIS JAZZMEN
1961,5,21,LITTLE BOY SAD,JOHNNY BURNETTE
1961,5,22,100 POUNDS OF CLAY,CRAIG DOUGLAS
1961,5,23,ON THE REBOUND,FLOYD CRAMER
1961,5,24,MARRY ME,MIKE PRESTON
1961,5,25,WHEELS,STRING-A-LONGS
1961,5,26,(I WANNA) LOVE MY LIFE AWAY,GENE PITNEY
1961,5,27,RIDERS IN THE SKY,RAMRODS
1961,5,28,WHO AM I?/THIS IS IT,ADAM FAITH
1961,5,29,MORE THAN I CAN SAY/STAYING IN,BOBBY VEE
1961,5,30,HOW WONDERFUL TO KNOW,PEARL CARR AND TEDDY JOHNSON
1961,5,31,A SCOTTISH SOLDIER,ANDY STEWART
1961,5,32,MUSKRAT RAMBLE,FREDDIE CANNON
1961,5,33,MY BLUE HEAVEN,FRANK SINATRA
1961,5,34,SAILOR,PETULA CLARK
1961,5,35,THEME FROM 'EXODUS',SEMPRINI
1961,5,36,PONY TIME,CHUBBY CHECKER
1961,5,37,EASY GOING ME,ADAM FAITH
1961,5,38,JA-DA,JOHNNY AND THE HURRICANES
1961,5,39,ASIA MINOR,KOKOMO
1961,5,40,TRAMBONE,KREW KATS
1961,5,41,CALENDAR GIRL,NEIL SEDAKA
1961,5,42,LET'S JUMP THE BROOMSTICK,BRENDA LEE
1961,5,43,GOODNIGHT MRS. FLINTSTONE,PILTDOWN MEN
1961,5,44,ARE YOU LONESOME TONIGHT?,ELVIS PRESLEY
1961,5,45,GOOD TIME BABY,BOBBY RYDELL
1961,5,46,76 TROMBONES,KING BROTHERS
1961,5,47,DON'T WORRY,BILLY FURY
1961,5,48,RUNAWAY,DEL SHANNON
1961,5,49,COWBOY JIMMY JOE,ALMA COGAN
1961,5,50,ENTRY OF THE GLADIATORS,NERO AND THE GLADIATORS
1961,6,1,SURRENDER,ELVIS PRESLEY
1961,6,2,RUNAWAY,DEL SHANNON
1961,6,3,FRIGHTENED CITY,THE SHADOWS
1961,6,4,MORE THAN I CAN SAY/STAYING IN,BOBBY VEE
1961,6,5,BLUE MOON,MARCELS
1961,6,6,ON THE REBOUND,FLOYD CRAMER
1961,6,7,DON'T TREAT ME LIKE A CHILD,HELEN SHAPIRO
1961,6,8,YOU'LL NEVER KNOW,SHIRLEY BASSEY
1961,6,9,YOU'RE DRIVING ME CRAZY,TEMPERANCE SEVEN
1961,6,10,WHAT'D I SAY,JERRY LEE LEWIS
1961,6,11,BUT I DO,CLARENCE  'FROGMAN' HENRY
1961,6,12,HAVE A DRINK ON ME,LONNIE DONEGAN
1961,6,13,WAR PAINT,BROOK BROTHERS
1961,6,14,EASY GOING ME,ADAM FAITH
1961,6,15,GEE WHIZ IT'S YOU,CLIFF RICHARD
1961,6,16,WOODEN HEART,ELVIS PRESLEY
1961,6,17,THEME FROM DIXIE,DUANE EDDY
1961,6,18,LITTLE DEVIL,NEIL SEDAKA
1961,6,19,AFRICAN WALTZ,JOHNNY DANKWORTH
1961,6,20,THEME FROM 'EXODUS',FERRANTE AND TEICHER
1961,6,21,100 POUNDS OF CLAY,CRAIG DOUGLAS
1961,6,22,LITTLE BOY SAD,JOHNNY BURNETTE
1961,6,23,HALFWAY TO PARADISE,BILLY FURY
1961,6,24,WHY NOT NOW?/CAN THIS BE LOVE?,MATT MONRO
1961,6,25,I'VE TOLD EVERY LITTLE STAR,LINDA SCOTT
1961,6,26,HOW WONDERFUL TO KNOW,PEARL CARR AND TEDDY JOHNSON
1961,6,27,RUNNING SCARED,ROY ORBISON
1961,6,28,WHERE THE BOYS ARE/BABY ROO,CONNIE FRANCIS
1961,6,29,A SCOTTISH SOLDIER,ANDY STEWART
1961,6,30,I STILL LOVE YOU ALL,KENNY BALL AND HIS JAZZMEN
1961,6,31,MOTHER-IN-LAW,ERNIE K-DOE
1961,6,32,HELLO MARY LOU/TRAVELIN' MAN,RICKY NELSON
1961,6,33,FBI,THE SHADOWS
1961,6,34,WORDS,ALLISONS
1961,6,35,LAZY RIVER,BOBBY DARIN
1961,6,36,THE BATTLE'S O'ER,ANDY STEWART
1961,6,37,ARE YOU SURE,ALLISONS
1961,6,38,(I WANNA) LOVE MY LIFE AWAY,GENE PITNEY
1961,6,39,TRANSISTOR RADIO,BENNY HILL
1961,6,40,BELLS OF AVIGNON,MAX BYGRAVES
1961,6,41,THEME FOR A DREAM,CLIFF RICHARD
1961,6,42,SAMANTHA,LONNIE DONEGAN PRESENTS KENNY BALL AND HIS JAZZMEN
1961,6,43,MY BLUE HEAVEN,FRANK SINATRA
1961,6,44,LULLABY OF THE LEAVES,THE VENTURES
1961,6,45,PABLO,RUSS CONWAY
1961,6,46,SHE SHE LITTLE SHEILA,GENE VINCENT
1961,6,47,WE WILL NEVER BE AS YOUNG AS THIS AGAIN,DANNY WILLIAMS
1961,6,48,WELL I ASK YOU,EDEN KANE
1961,6,49,WHEELS,STRING-A-LONGS
1961,6,50,AND THE HEAVENS CRIED,ANTHONY NEWLEY
1961,7,1,RUNAWAY,DEL SHANNON
1961,7,2,SURRENDER,ELVIS PRESLEY
1961,7,3,HELLO MARY LOU/TRAVELIN' MAN,RICKY NELSON
1961,7,4,PASADENA,TEMPERANCE SEVEN
1961,7,5,TEMPTATION,THE EVERLY BROTHERS
1961,7,6,FRIGHTENED CITY,THE SHADOWS
1961,7,7,HALFWAY TO PARADISE,BILLY FURY
1961,7,8,BUT I DO,CLARENCE  'FROGMAN' HENRY
1961,7,9,RUNNING SCARED,ROY ORBISON
1961,7,10,I'VE TOLD EVERY LITTLE STAR,LINDA SCOTT
1961,7,11,YOU'LL NEVER KNOW,SHIRLEY BASSEY
1961,7,12,POP GOES THE WEASEL/BEE BOM,ANTHONY NEWLEY
1961,7,13,A GIRL LIKE YOU,CLIFF RICHARD
1961,7,14,MORE THAN I CAN SAY/STAYING IN,BOBBY VEE
1961,7,15,WELL I ASK YOU,EDEN KANE
1961,7,16,HAVE A DRINK ON ME,LONNIE DONEGAN
1961,7,17,LITTLE DEVIL,NEIL SEDAKA
1961,7,18,DON'T TREAT ME LIKE A CHILD,HELEN SHAPIRO
1961,7,19,WHAT'D I SAY,JERRY LEE LEWIS
1961,7,20,RING OF FIRE,DUANE EDDY
1961,7,21,ON THE REBOUND,FLOYD CRAMER
1961,7,22,BREAKING IN A BRAND NEW BROKEN HEART,CONNIE FRANCIS
1961,7,23,WOODEN HEART,ELVIS PRESLEY
1961,7,24,WEEKEND,EDDIE COCHRAN
1961,7,25,SHE SHE LITTLE SHEILA,GENE VINCENT
1961,7,26,YOU'RE DRIVING ME CRAZY,TEMPERANCE SEVEN
1961,7,27,BLUE MOON,MARCELS
1961,7,28,WHY NOT NOW?/CAN THIS BE LOVE?,MATT MONRO
1961,7,29,A SCOTTISH SOLDIER,ANDY STEWART
1961,7,30,THE BATTLE'S O'ER,ANDY STEWART
1961,7,31,TRANSISTOR RADIO,BENNY HILL
1961,7,32,ONCE IN EVERY LIFETIME,KEN DODD
1961,7,33,MARCHETA,KARL DENVER
1961,7,34,GEE WHIZ IT'S YOU,CLIFF RICHARD
1961,7,35,AFRICAN WALTZ,JOHNNY DANKWORTH
1961,7,36,EXCLUSIVELY YOURS,MARK WYNTER
1961,7,37,THEME FROM 'THE MAGNIFICENT SEVEN',AL CAIOLA
1961,7,38,EASY GOING ME,ADAM FAITH
1961,7,39,THEME FROM 'EXODUS',FERRANTE AND TEICHER
1961,7,40,BELLS OF AVIGNON,MAX BYGRAVES
1961,7,41,TAKE GOOD CARE OF HER,ADAM WADE
1961,7,42,HALF OF MY HEART,EMILE FORD AND THE CHECKMATES
1961,7,43,WHEELS CHA CHA,JOE LOSS
1961,7,44,DON'T JUMP OFF THE ROOF DAD,TOMMY COOPER
1961,7,45,YOU DON'T KNOW,HELEN SHAPIRO
1961,7,46,LITTLE BOY SAD,JOHNNY BURNETTE
1961,7,47,WAR PAINT,BROOK BROTHERS
1961,7,48,SUMMERTIME,MARCELS
1961,7,49,I'LL STEP DOWN,GARY MILLS
1961,7,50,TIME,CRAIG DOUGLAS
