year,month,rank,artist,song,romance_score,political_score,sad_score
1986,6,31,rodstewart,lovetouch,2,24,2
1986,6,32,freddiemercury,time,2,34,0
1986,6,34,janetjackson,whathaveyoudoneformelately,0,29,0
1986,6,36,bananarama,venus,0,16,0
1986,6,38,cultureclub,godthankyouwoman,2,13,2
1986,6,45,zztop,roughboy,0,19,0
1986,6,48,georgemichael,adifferentcorner,0,21,0
1986,6,51,queen,akindofmagic,0,17,2
1986,6,52,atlanticstarr,ifyourheartisntinit,0,12,0
1986,6,57,chrisrea,onthebeach,2,18,0
1986,6,60,cure,boysdontcry,0,14,2
1986,6,63,bangles,ifsheknewwhatshewants,0,13,0
1986,6,71,wasp,wildchild,0,33,0
1986,6,75,direstraits,yourlatesttrick,2,46,2
1986,6,84,katebush,thebigsky,2,25,2
1986,6,85,rollingstones,onehittothebody,2,31,2
1986,6,87,mrmister,isitlove,0,15,2
1986,6,89,depechemode,aquestionoflust,4,18,4
1986,6,93,aha,trainofthought,3,34,0
1986,6,98,inxs,whatyouneed,0,8,0
1986,6,100,barrymanilow,imyourman,2,15,3
1986,7,1,wham,theedgeofheaven,2,35,0
1986,7,2,madonna,papadontpreach,0,32,0
1986,7,7,aha,huntinghighandlow,0,4,0
1986,7,9,bananarama,venus,0,16,0
1986,7,14,queen,friendswillbefriends,0,34,2
1986,7,16,robertpalmer,addictedtolove,3,12,0
1986,7,21,janetjackson,nasty,0,26,2
1986,7,22,petergabriel,sledgehammer,2,35,0
1986,7,24,falco,viennacalling,0,13,2
1986,7,25,davidbowie,underground,2,19,0
1986,7,27,garynuman,icantstop,0,18,0
1986,7,30,petshopboys,opportunitiesletsmakelotsofmoney,0,54,0
1986,7,31,genesis,invisibletouch,0,18,2
1986,7,34,bigcountry,theteacher,3,43,0
1986,7,38,stevewinwood,higherlove,0,24,0
1986,7,41,level42,lessonsinlove,3,29,2
1986,7,44,eurythmics,whentomorrowcomes,2,27,3
1986,7,58,inxs,listenlikethieves,0,15,0
1986,7,60,eldebarge,whosjohnny,2,37,0
1986,7,67,motorhead,deafforever,4,62,2
1986,7,69,rodstewart,lovetouch,2,24,2
1986,7,70,vanhalen,whycantthisbelove,0,13,0
1986,7,72,madonna,livetotell,3,42,2
1986,7,73,billyocean,therellbesadsongstomakeyoucry,2,21,0
1986,7,74,katrinaandthewaves,sunstreet,0,17,2
1986,7,76,heart,nothinatall,3,45,0
1986,7,77,chrisdeburgh,theladyinred,0,26,0
1986,7,78,chrisrea,onthebeach,2,18,0
1986,7,79,maxipriest,inthespringtime,2,46,0
1986,7,81,magnum,lonelynight,0,14,2
1986,7,82,perrycomo,thebestoftimes,0,17,2
1986,7,83,fixx,secretseparation,2,13,2
1986,7,93,simpleminds,dontyouforgetaboutme,2,13,0
1986,8,1,chrisdeburgh,theladyinred,0,26,0
1986,8,2,madonna,papadontpreach,0,32,0
1986,8,4,rodstewart,everybeatofmyheart,4,52,6
1986,8,8,ub40,singourownsong,0,82,2
1986,8,9,robertpalmer,ididntmeantoturnyouon,0,9,2
1986,8,13,jesusandmarychain,somecandytalking,3,29,0
1986,8,15,spandauballet,fightforourselves,2,32,2
1986,8,16,bananarama,venus,0,16,0
1986,8,18,smiths,panic,2,17,0
1986,8,19,stevewinwood,higherlove,0,24,0
1986,8,21,statusquo,redsky,0,20,2
1986,8,23,katrinaandthewaves,sunstreet,0,17,2
1986,8,24,lionelrichie,dancingontheceiling,0,15,2
1986,8,26,lulu,shout,0,13,2
1986,8,28,wham,theedgeofheaven,2,35,0
1986,8,31,paulmccartney,press,0,20,0
1986,8,38,aha,huntinghighandlow,0,4,0
1986,8,39,robertpalmer,addictedtolove,3,12,0
1986,8,46,queen,friendswillbefriends,0,34,2
1986,8,53,inxs,listenlikethieves,0,15,0
1986,8,59,darylhall,dreamtime,0,29,0
1986,8,60,luthervandross,givemethereason,0,15,0
1986,8,62,petergabriel,sledgehammer,2,35,0
1986,8,65,chakakhan,loveofalifetime,2,11,2
1986,8,67,everythingbutthegirl,comeonhome,0,23,3
1986,8,68,falco,jeanny,2,68,2
1986,8,74,chrisrea,onthebeach,2,18,0
1986,8,75,petercetera,gloryoflove,5,17,0
1986,8,76,level42,lessonsinlove,3,29,2
1986,8,79,vanhalen,dreams,0,30,2
1986,8,82,simpleminds,dontyouforgetaboutme,2,13,0
1986,8,85,rundmc,myadidas,5,85,3
1986,8,86,eurythmics,whentomorrowcomes,2,27,3
1986,8,89,falco,viennacalling,0,13,2
1986,8,90,yello,goldrush,0,23,2
1986,8,97,bigcountry,theteacher,3,43,0
1986,8,98,arethafranklin,aintnobodyeverlovedyou,4,23,3
1986,9,4,moderntalking,brotherlouie,4,21,0
1986,9,5,petercetera,gloryoflove,5,17,0
1986,9,6,frankiegoestohollywood,ragehard,2,50,0
1986,9,8,humanleague,human,0,30,3
1986,9,9,chrisdeburgh,theladyinred,0,26,0
1986,9,10,janetjackson,whenithinkofyou,2,11,3
1986,9,12,lionelrichie,dancingontheceiling,0,15,2
1986,9,14,cuttingcrew,ijustdiedinyourarms,3,27,2
1986,9,20,depechemode,aquestionoftime,2,18,0
1986,9,22,bonjovi,yougiveloveabadname,6,50,4
1986,9,24,ironmaiden,wastedyears,4,21,3
1986,9,25,genesis,intoodeep,4,26,2
1986,9,28,cameo,wordup,0,24,0
1986,9,29,eurythmics,thorninmyside,0,6,0
1986,9,30,stranglers,niceinnice,0,12,0
1986,9,31,lulu,shout,0,13,2
1986,9,32,darylhall,dreamtime,0,29,0
1986,9,33,tinaturner,typicalmale,0,60,0
1986,9,35,smiths,panic,2,17,0
1986,9,37,rundmc,walkthisway,6,24,3
1986,9,40,madonna,papadontpreach,0,32,0
1986,9,41,michaelmcdonald,sweetfreedom,5,27,3
1986,9,43,pogues,haunted,0,21,0
1986,9,44,killingjoke,adorations,0,39,0
1986,9,45,bananarama,morethanphysical,0,8,0
1986,9,46,statusquo,redsky,0,20,2
1986,9,48,talkingheads,wildwildlife,0,31,0
1986,9,52,orchestralmanoeuvresinthedark,foreverliveanddie,2,12,2
1986,9,56,robertpalmer,ididntmeantoturnyouon,0,9,2
1986,9,57,rodstewart,everybeatofmyheart,4,52,6
1986,9,58,inxs,kissthedirtfallingdownthemountain,5,18,0
1986,9,60,maze,iwannabewithyou,3,16,2
1986,9,61,everythingbutthegirl,comeonhome,0,23,3
1986,9,62,paulmccartney,press,0,20,0
1986,9,64,spandauballet,fightforourselves,2,32,2
1986,9,70,kennyg,whatdoesittaketowinyourlove,0,11,0
1986,9,71,saxon,waitingforthenight,2,20,0
1986,9,72,ub40,singourownsong,0,82,2
1986,9,78,wham,theedgeofheaven,2,35,0
1986,9,85,aha,huntinghighandlow,0,4,0
1986,9,86,simpleminds,dontyouforgetaboutme,2,13,0
1986,9,90,paulsimon,youcancallmeal,0,39,3
1986,9,91,stevewinwood,freedomoverspill,0,30,0
1986,9,92,queen,friendswillbefriends,0,34,2
1986,9,100,xtc,grass,0,11,0
1986,10,3,madonna,trueblue,6,26,2
1986,10,4,cameo,wordup,0,24,0
1986,10,5,eurythmics,thorninmyside,0,6,0
1986,10,7,cuttingcrew,ijustdiedinyourarms,3,27,2
1986,10,8,rundmc,walkthisway,6,24,3
1986,10,9,paulsimon,youcancallmeal,0,39,3
1986,10,10,petercetera,gloryoflove,5,17,0
1986,10,11,orchestralmanoeuvresinthedark,foreverliveanddie,2,12,2
1986,10,14,aha,ivebeenlosingyou,0,17,2
1986,10,17,michaelmcdonald,sweetfreedom,5,27,3
1986,10,19,genesis,intoodeep,4,26,2
1986,10,21,cyndilauper,truecolors,0,26,0
1986,10,22,bigcountry,onegreatthing,0,30,0
1986,10,23,petshopboys,suburbia,0,38,2
1986,10,24,queen,whowantstoliveforever,2,24,0
1986,10,26,bangles,walklikeanegyptian,0,50,2
1986,10,29,statusquo,inthearmynow,0,43,2
1986,10,30,paulyoung,wonderland,3,23,2
1986,10,31,ultravox,sameoldstory,0,17,2
1986,10,33,deadoralive,brandnewlover,5,13,0
1986,10,35,moderntalking,brotherlouie,4,21,0
1986,10,36,frankiegoestohollywood,ragehard,2,50,0
1986,10,38,howardjones,alliwant,0,21,0
1986,10,39,bonjovi,yougiveloveabadname,6,50,4
1986,10,40,neworder,stateofthenation,4,62,2
1986,10,41,ub40,alliwanttodo,0,20,2
1986,10,42,billyidol,tobealover,5,7,3
1986,10,44,janetjackson,whenithinkofyou,2,11,3
1986,10,48,humanleague,human,0,30,3
1986,10,52,chrisdeburgh,theladyinred,0,26,0
1986,10,54,zztop,velcrofly,3,5,2
1986,10,57,chrisdeburgh,fatalhesitation,3,30,5
1986,10,58,eltonjohn,heartacheallovertheworld,0,44,2
1986,10,60,billyjoel,amatteroftrust,3,49,2
1986,10,61,falco,thesoundofmusik,4,119,2
1986,10,67,lionelrichie,dancingontheceiling,0,15,2
1986,10,76,wasp,95nasty,0,34,0
1986,10,80,black,wonderfullife,3,14,0
1986,10,85,monkees,thatwasthenthisisnow,0,17,0
1986,10,88,jacksonbrowne,intheshapeofaheart,0,34,2
1986,10,91,killingjoke,adorations,0,39,0
1986,10,96,jeffreyosborne,roomwithaview,0,19,0
1986,11,2,statusquo,inthearmynow,0,43,2
1986,11,4,bangles,walklikeanegyptian,0,50,2
1986,11,5,madonna,trueblue,6,26,2
1986,11,6,paulsimon,youcancallmeal,0,39,3
1986,11,9,petshopboys,suburbia,0,38,2
1986,11,10,pretenders,dontgetmewrong,6,31,0
1986,11,12,cyndilauper,truecolors,0,26,0
1986,11,14,duranduran,notorious,2,48,0
1986,11,15,kimwilde,youkeepmehanginon,4,23,2
1986,11,16,smiths,ask,4,29,0
1986,11,22,billyidol,tobealover,5,7,3
1986,11,27,bonjovi,livinonaprayer,0,29,2
1986,11,29,aha,ivebeenlosingyou,0,17,2
1986,11,30,stranglers,alwaysthesun,2,34,2
1986,11,32,eurythmics,thorninmyside,0,6,0
1986,11,35,cameo,wordup,0,24,0
1986,11,39,shakinstevens,becauseiloveyou,0,11,2
1986,11,42,orchestralmanoeuvresinthedark,foreverliveanddie,2,12,2
1986,11,43,commodores,gointothebank,2,21,0
1986,11,45,lionelrichie,lovewillconquerall,2,16,2
1986,11,48,rundmc,walkthisway,6,24,3
1986,11,49,cuttingcrew,ijustdiedinyourarms,3,27,2
1986,11,54,cuttingcrew,ivebeeninlovebefore,0,9,0
1986,11,55,billyocean,bittersweet,9,12,0
1986,11,56,janetjackson,control,0,36,2
1986,11,57,erasure,sometimes,4,24,2
1986,11,58,arethafranklin,jumpinjackflash,2,26,0
1986,11,66,paulyoung,wonderland,3,23,2
1986,11,71,europe,thefinalcountdown,2,17,2
1986,11,72,michaelmcdonald,sweetfreedom,5,27,3
1986,11,73,kennyloggins,dangerzone,0,16,0
1986,11,76,jacksonbrowne,intheshapeofaheart,0,34,2
1986,11,77,cocteautwins,loveseasytears,0,16,2
1986,11,86,psychedelicfurs,heartbreakbeat,3,6,0
1986,11,88,wangchung,everybodyhavefuntonight,2,32,2
1986,11,89,alicecooper,hesbackthemanbehindthemask,2,18,3
1986,11,98,zztop,velcrofly,3,5,2
1986,11,99,rundmc,kingofrock,2,61,2
1986,11,100,ultravox,sameoldstory,0,17,2
1986,12,1,europe,thefinalcountdown,2,17,2
1986,12,3,erasure,sometimes,4,24,2
1986,12,4,bonjovi,livinonaprayer,0,29,2
1986,12,7,kimwilde,youkeepmehanginon,4,23,2
1986,12,13,anitabaker,sweetlove,3,16,3
1986,12,17,spandauballet,throughthebarricades,0,59,0
1986,12,18,brucespringsteen,war,0,99,0
1986,12,20,genesis,landofconfusion,0,72,0
1986,12,22,bangles,walklikeanegyptian,0,50,2
1986,12,25,shakinstevens,becauseiloveyou,0,11,2
1986,12,27,cameo,candy,0,19,0
1986,12,28,aha,crywolf,0,12,2
1986,12,29,eurythmics,themiracleoflove,0,29,0
1986,12,30,madness,waitingfortheghosttrain,2,39,0
1986,12,32,alisonmoyet,isthislove,2,46,0
1986,12,33,ironmaiden,strangerinastrangeland,3,62,0
1986,12,34,simpleminds,ghostdancing,3,75,2
1986,12,35,cuttingcrew,ivebeeninlovebefore,0,9,0
1986,12,36,statusquo,inthearmynow,0,43,2
1986,12,37,ultravox,allfalldown,0,134,2
1986,12,39,dexysmidnightrunners,becauseofyou,0,15,0
1986,12,43,howardjones,youknowiloveyoudontyou,2,21,0
1986,12,44,statusquo,dreamin,0,15,0
1986,12,46,kennyloggins,dangerzone,0,16,0
1986,12,48,gowest,truecolours,0,31,2
1986,12,49,pretenders,dontgetmewrong,6,31,0
1986,12,52,duranduran,notorious,2,48,0
1986,12,53,madonna,trueblue,6,26,2
1986,12,54,orchestralmanoeuvresinthedark,weloveyou,0,36,2
1986,12,55,bigcountry,holdtheheart,5,40,2
1986,12,56,paulyoung,somepeople,4,40,0
1986,12,57,randycrawford,almaz,5,21,0
1986,12,69,paulsimon,youcancallmeal,0,39,3
1986,12,73,maxipriest,crazylove,3,13,3
1986,12,74,garynuman,istillremember,0,19,2
1986,12,80,chrisrea,hellofriend,0,25,2
1986,12,81,paulsimon,theboyinthebubble,2,64,3
1986,12,84,cameo,wordup,0,24,0
1986,12,86,cyndilauper,changeofheart,3,23,0
1986,12,87,pointersisters,goldmine,3,18,4
1986,12,89,rodstewart,inmylife,2,23,2
1986,12,94,darylhall,iwasntbornyesterday,0,17,0
1986,12,95,wangchung,everybodyhavefuntonight,2,32,2
1987,1,3,europe,thefinalcountdown,2,17,2
1987,1,4,madonna,openyourheart,0,14,2
1987,1,5,aha,crywolf,0,12,2
1987,1,7,erasure,sometimes,4,24,2
1987,1,8,alisonmoyet,isthislove,2,46,0
1987,1,10,bonjovi,livinonaprayer,0,29,2
1987,1,12,gapband,bigfun,2,13,0
1987,1,14,genesis,landofconfusion,0,72,0
1987,1,15,statusquo,dreamin,0,15,0
1987,1,16,dexysmidnightrunners,becauseofyou,0,15,0
1987,1,23,eurythmics,themiracleoflove,0,29,0
1987,1,25,pretenders,hymntoher,2,15,3
1987,1,26,kimwilde,youkeepmehanginon,4,23,2
1987,1,31,garymoore,overthehillsandfaraway,4,60,2
1987,1,32,paulsimon,theboyinthebubble,2,64,3
1987,1,33,lionelrichie,ballerinagirl,2,28,3
1987,1,35,cameo,candy,0,19,0
1987,1,36,anitabaker,sweetlove,3,16,3
1987,1,38,bangles,walklikeanegyptian,0,50,2
1987,1,39,paulmccartney,onlyloveremains,3,23,2
1987,1,41,spandauballet,throughthebarricades,0,59,0
1987,1,44,brucespringsteen,war,0,99,0
1987,1,48,stranglers,biginamerica,0,59,0
1987,1,58,shakinstevens,merrychristmaseveryone,6,24,2
1987,1,59,madonna,trueblue,6,26,2
1987,1,60,randycrawford,almaz,5,21,0
1987,1,61,kennyloggins,dangerzone,0,16,0
1987,1,62,statusquo,inthearmynow,0,43,2
1987,1,65,shakinstevens,becauseiloveyou,0,11,2
1987,1,66,gowest,truecolours,0,31,2
1987,1,70,simpleminds,ghostdancing,3,75,2
1987,1,71,ironmaiden,strangerinastrangeland,3,62,0
1987,1,73,duranduran,notorious,2,48,0
1987,1,74,madness,waitingfortheghosttrain,2,39,0
1987,1,76,slade,merryxmaseverybody,3,42,2
1987,1,79,cyndilauper,changeofheart,3,23,0
1987,1,83,garynuman,istillremember,0,19,2
1987,1,85,pretenders,dontgetmewrong,6,31,0
1987,1,89,berlin,youdontknow,0,16,4
1987,1,90,simpleminds,dontyouforgetaboutme,2,13,0
1987,1,94,smiths,ask,4,29,0
1987,1,97,billyocean,loveisforever,2,19,3
1987,1,98,madonna,papadontpreach,0,32,0
1987,1,99,cameo,wordup,0,24,0
1987,2,4,randycrawford,almaz,5,21,0
1987,2,10,alisonmoyet,isthislove,2,46,0
1987,2,12,smiths,shopliftersoftheworldunite,0,39,0
1987,2,15,ub40,ratinmikitchen,0,16,0
1987,2,17,gapband,bigfun,2,13,0
1987,2,18,pretenders,hymntoher,2,15,3
1987,2,21,deadoralive,somethinginmyhouse,0,12,0
1987,2,23,ericclapton,behindthemask,3,37,3
1987,2,28,europe,rockthenight,0,12,0
1987,2,29,siouxsieandthebanshees,thiswheelsonfire,0,20,2
1987,2,34,stylecouncil,itdidntmatter,2,19,0
1987,2,37,billyocean,loveisforever,2,19,3
1987,2,38,carlysimon,comingaroundagain,3,10,0
1987,2,40,berlin,youdontknow,0,16,4
1987,2,41,bangles,walkingdownyourstreet,0,17,0
1987,2,43,lionelrichie,ballerinagirl,2,28,3
1987,2,48,erasure,sometimes,4,24,2
1987,2,50,rundmc,youbeillin,3,31,3
1987,2,52,anitabaker,caughtupintherapture,4,23,2
1987,2,56,brucespringsteen,fire,2,18,2
1987,2,58,madonna,openyourheart,0,14,2
1987,2,60,mentalasanything,liveitup,3,41,2
1987,2,61,freddiejackson,haveyoueverlovedsomebody,2,15,3
1987,2,64,paulyoung,whydoesamanhavetobestrong,0,20,0
1987,2,69,georgiasatellites,keepyourhandstoyourself,2,20,2
1987,2,70,garymoore,overthehillsandfaraway,4,60,2
1987,2,72,europe,thefinalcountdown,2,17,2
1987,2,75,genesis,landofconfusion,0,72,0
1987,2,80,stevewinwood,backinthehighlifeagain,0,14,0
1987,2,94,elviscostello,bluechair,2,24,0
1987,3,3,mentalasanything,liveitup,3,41,2
1987,3,6,level42,runninginthefamily,4,48,2
1987,3,7,boygeorge,everythingiown,3,36,2
1987,3,9,freddiemercury,thegreatpretender,2,13,0
1987,3,11,simplyred,therightthing,0,13,2
1987,3,12,carlysimon,comingaroundagain,3,10,0
1987,3,13,aha,manhattanskyline,0,43,3
1987,3,16,europe,rockthenight,0,12,0
1987,3,18,cult,loveremovalmachine,0,17,0
1987,3,20,erasure,itdoesnthavetobe,2,39,0
1987,3,21,ericclapton,behindthemask,3,37,3
1987,3,22,duranduran,skintrade,0,42,0
1987,3,29,aljarreau,moonlightingtheme,0,14,2
1987,3,30,alisonmoyet,weakinthepresenceofbeauty,3,15,2
1987,3,31,eurythmics,missionaryman,0,30,3
1987,3,32,anthrax,iamthelaw,0,176,0
1987,3,34,randycrawford,almaz,5,21,0
1987,3,37,frankiegoestohollywood,watchingthewildlife,2,61,0
1987,3,38,garymoore,wildfrontier,3,73,2
1987,3,41,freddiejackson,haveyoueverlovedsomebody,2,15,3
1987,3,46,billyidol,dontneedagun,0,72,3
1987,3,53,spandauballet,howmanylies,5,59,2
1987,3,56,cuttingcrew,oneforthemockingbird,2,27,0
1987,3,59,stranglers,shakinlikealeaf,2,15,0
1987,3,64,alisonmoyet,isthislove,2,46,0
1987,3,86,slade,stillthesame,0,20,2
1987,3,87,iggypop,shades,2,18,0
1987,3,92,deeppurple,callofthewild,0,15,2
1987,3,94,erasure,sometimes,4,24,2
1987,3,98,cinderella,shakeme,0,17,0
1987,3,100,loslobos,setmefreerosalee,2,23,2
1987,4,3,janetjackson,letswaitawhile,3,17,0
1987,4,5,madonna,laislabonita,8,49,3
1987,4,6,boygeorge,everythingiown,3,36,2
1987,4,8,alisonmoyet,weakinthepresenceofbeauty,3,15,2
1987,4,10,freddiemercury,thegreatpretender,2,13,0
1987,4,12,prince,signothetimes,4,108,2
1987,4,13,petergabriel,bigtime,0,25,0
1987,4,14,mentalasanything,liveitup,3,41,2
1987,4,17,fineyoungcannibals,everfalleninlove,2,9,0
1987,4,19,erasure,itdoesnthavetobe,2,39,0
1987,4,20,aljarreau,moonlightingtheme,0,14,2
1987,4,27,whitesnake,stillofthenight,0,13,0
1987,4,30,davidbowie,dayindayout,2,86,2
1987,4,32,tinaturner,whatyougetiswhatyousee,2,36,0
1987,4,36,level42,runninginthefamily,4,48,2
1987,4,40,simplyred,therightthing,0,13,2
1987,4,43,carlysimon,comingaroundagain,3,10,0
1987,4,44,siouxsieandthebanshees,thepassenger,0,11,0
1987,4,47,frankiegoestohollywood,watchingthewildlife,2,61,0
1987,4,50,bryanadams,heatofthenight,0,23,0
1987,4,53,billyidol,dontneedagun,0,72,3
1987,4,54,lionelrichie,sela,3,34,0
1987,4,56,arethafranklin,jimmylee,3,29,0
1987,4,57,cyndilauper,whatsgoingon,0,39,0
1987,4,60,aha,manhattanskyline,0,43,3
1987,4,61,luthervandross,seeme,0,13,0
1987,4,64,smokeyrobinson,justtoseeher,4,23,3
1987,4,65,labisiffre,somethinginsidesostrong,0,58,2
1987,4,67,maxipriest,letmeknow,0,12,2
1987,4,69,deadoralive,hookedonlove,0,10,0
1987,4,70,fleetwoodmac,biglove,0,10,0
1987,4,71,cult,loveremovalmachine,0,17,0
1987,4,72,cuttingcrew,oneforthemockingbird,2,27,0
1987,4,77,ericclapton,itsinthewaythatyouuseit,0,15,3
1987,4,78,wetwetwet,wishingiwaslucky,0,24,2
1987,4,80,alicecooper,teenagefrankenstein,0,35,0
1987,4,84,johnnyhatesjazz,shattereddreams,0,27,0
1987,4,85,patsycline,crazy,0,5,2
1987,4,88,pretenders,mybaby,0,22,0
1987,5,1,madonna,laislabonita,8,49,3
1987,5,10,smiths,sheilatakeabow,0,13,0
1987,5,13,fineyoungcannibals,everfalleninlove,2,9,0
1987,5,14,level42,tobewithyouagain,2,59,0
1987,5,15,janetjackson,letswaitawhile,3,17,0
1987,5,16,labisiffre,somethinginsidesostrong,0,58,2
1987,5,19,jesusandmarychain,aprilskies,0,19,2
1987,5,20,bonjovi,wanteddeadoralive,2,28,2
1987,5,21,fleetwoodmac,biglove,0,10,0
1987,5,24,duranduran,meetelpresidente,0,96,0
1987,5,26,cure,whycantibeyou,2,17,0
1987,5,27,europe,carrie,3,25,3
1987,5,30,cameo,backandforth,4,31,0
1987,5,32,cult,lildevil,2,14,2
1987,5,34,whitesnake,stillofthenight,0,13,0
1987,5,39,wetwetwet,wishingiwaslucky,0,24,2
1987,5,40,johnnyhatesjazz,shattereddreams,0,27,0
1987,5,42,davidbowie,dayindayout,2,86,2
1987,5,44,alisonmoyet,weakinthepresenceofbeauty,3,15,2
1987,5,48,prince,signothetimes,4,108,2
1987,5,52,johnfarnham,yourethevoice,2,31,3
1987,5,59,freddiemercury,thegreatpretender,2,13,0
1987,5,60,petergabriel,bigtime,0,25,0
1987,5,61,boygeorge,everythingiown,3,36,2
1987,5,62,orchestralmanoeuvresinthedark,shame,2,19,2
1987,5,68,mentalasanything,liveitup,3,41,2
1987,5,69,smokeyrobinson,justtoseeher,4,23,3
1987,5,71,bangles,following,0,16,2
1987,5,74,siouxsieandthebanshees,thepassenger,0,11,0
1987,5,75,lionelrichie,sela,3,34,0
1987,5,76,black,everythingscominguproses,0,28,0
1987,5,84,mentalasanything,youresostrong,4,16,0
1987,5,85,falco,emotional,2,18,2
1987,5,87,frankiegoestohollywood,watchingthewildlife,2,61,0
1987,5,88,cult,loveremovalmachine,0,17,0
1987,5,93,beneking,spanishharlem,2,16,0
1987,5,95,slade,thatswhatfriendsarefor,0,19,0
1987,5,98,paulcarrack,whenyouwalkintheroom,2,13,0
1987,6,5,johnnyhatesjazz,shattereddreams,0,27,0
1987,6,6,wetwetwet,wishingiwaslucky,0,24,2
1987,6,7,erasure,victimoflove,0,32,0
1987,6,12,marillion,incommunicado,0,87,0
1987,6,15,labisiffre,somethinginsidesostrong,0,58,2
1987,6,17,cameo,backandforth,4,31,0
1987,6,19,fleetwoodmac,biglove,0,10,0
1987,6,22,johnfarnham,yourethevoice,2,31,3
1987,6,23,suzannevega,luka,0,17,2
1987,6,27,rundmc,itstricky,2,42,2
1987,6,29,garymoore,fridayonmymind,0,23,2
1987,6,30,whitesnake,isthislove,6,20,4
1987,6,31,simplyred,infidelity,0,33,0
1987,6,32,cult,lildevil,2,14,2
1987,6,35,madonna,laislabonita,8,49,3
1987,6,39,chrisrea,letsdance,0,19,0
1987,6,40,boygeorge,keepmeinmind,0,10,0
1987,6,42,whispers,rocksteady,0,10,2
1987,6,43,europe,carrie,3,25,3
1987,6,45,alisonmoyet,ordinarygirl,2,18,4
1987,6,47,georgiasatellites,battleshipchains,3,10,3
1987,6,49,depechemode,strangelove,3,17,0
1987,6,53,jesusandmarychain,aprilskies,0,19,2
1987,6,57,paulcarrack,whenyouwalkintheroom,2,13,0
1987,6,61,level42,tobewithyouagain,2,59,0
1987,6,62,crowdedhouse,dontdreamitsover,0,52,2
1987,6,76,slayer,rainingblood,0,49,0
1987,6,78,tinaturner,breakeveryrule,2,57,3
1987,6,79,rogerwaters,radiowaves,0,48,4
1987,6,81,wangchung,letsgo,4,12,3
1987,6,83,atlanticstarr,always,2,17,0
1987,6,84,llcoolj,imbad,2,110,3
1987,6,86,heart,alone,0,9,2
1987,6,89,thompsontwins,longgoodbye,2,29,3
1987,6,96,petergabriel,bigtime,0,25,0
1987,6,98,carlysimon,givemeallnight,0,25,0
1987,6,99,yello,callitlove,2,15,0
1987,7,1,petshopboys,itsasin,2,31,2
1987,7,6,johnfarnham,yourethevoice,2,31,3
1987,7,9,whitesnake,isthislove,6,20,4
1987,7,10,cliffrichard,myprettyone,3,27,3
1987,7,12,chrisrea,letsdance,0,19,0
1987,7,16,atlanticstarr,always,2,17,0
1987,7,17,aha,thelivingdaylights,0,19,2
1987,7,22,erasure,victimoflove,0,32,0
1987,7,23,billyidol,sweetsixteen,0,27,2
1987,7,26,black,sweetestsmile,5,31,0
1987,7,27,crowdedhouse,dontdreamitsover,0,52,2
1987,7,28,heart,alone,0,9,2
1987,7,32,genesis,throwingitallaway,5,22,3
1987,7,33,davidbowie,timewillcrawl,7,117,2
1987,7,34,rundmc,itstricky,2,42,2
1987,7,35,janetjackson,thepleasureprinciple,0,28,2
1987,7,40,wetwetwet,wishingiwaslucky,0,24,2
1987,7,41,cure,catch,0,13,2
1987,7,42,johnnyhatesjazz,shattereddreams,0,27,0
1987,7,45,anthrax,indians,0,169,3
1987,7,46,suzannevega,luka,0,17,2
1987,7,59,bryanadams,heartsonfire,2,23,0
1987,7,60,echothebunnymen,thegame,6,41,6
1987,7,69,beneking,savethelastdanceforme,2,19,3
1987,7,71,llcoolj,imbad,2,110,3
1987,7,77,luthervandross,ireallydidntmeanit,2,19,3
1987,7,79,marillion,incommunicado,0,87,0
1987,7,85,b52s,wig,0,9,0
1987,7,86,primalscream,gentletuesday,2,31,2
1987,7,88,gunsnroses,itssoeasy,0,19,2
1987,7,92,maxipriest,womaninyou,0,36,2
1987,7,96,smokeyrobinson,justtoseeher,4,23,3
1987,7,97,reginabelle,showmetheway,2,18,2
1987,8,1,loslobos,labamba,0,6,0
1987,8,2,madonna,whosthatgirl,3,10,3
1987,8,3,atlanticstarr,always,2,17,0
1987,8,4,petshopboys,itsasin,2,31,2
1987,8,5,heart,alone,0,9,2
1987,8,14,bananarama,iheardarumour,0,13,0
1987,8,15,black,sweetestsmile,5,31,0
1987,8,16,luthervandross,ireallydidntmeanit,2,19,3
1987,8,17,aha,thelivingdaylights,0,19,2
1987,8,19,neworder,truefaith,2,28,2
1987,8,22,marillion,sugarmice,3,91,0
1987,8,24,boygeorge,sold,0,35,3
1987,8,26,cliffrichard,myprettyone,3,27,3
1987,8,34,defleppard,animal,0,24,0
1987,8,35,motleycrue,girlsgirlsgirls,0,57,0
1987,8,36,billyidol,sweetsixteen,0,27,2
1987,8,37,whitesnake,isthislove,6,20,4
1987,8,40,johnfarnham,yourethevoice,2,31,3
1987,8,41,cure,catch,0,13,2
1987,8,43,wetwetwet,sweetlittlemystery,0,11,0
1987,8,47,chrisrea,letsdance,0,19,0
1987,8,51,genesis,throwingitallaway,5,22,3
1987,8,57,echothebunnymen,lipslikesugar,5,15,0
1987,8,59,siouxsieandthebanshees,songfromtheedgeoftheworld,2,17,0
1987,8,65,fleetwoodmac,sevenwonders,2,12,0
1987,8,69,dio,icouldhavebeenadreamer,2,17,0
1987,8,70,ritchievalens,labamba,0,2,0
1987,8,73,suzannevega,tomsdiner,2,46,2
