year,month,rank,artist,song,romance_score,political_score,sad_score
2001,6,62,linkinpark,crawling,0,28,0
2001,6,63,paparoach,betweenangelsandinsects,0,86,0
2001,6,64,starsailor,goodsouls,0,82,2
2001,6,65,sugababes,runforcover,0,22,0
2001,6,67,a1,nomore,0,18,2
2001,6,72,craigdavid,rendezvous,5,28,3
2001,6,74,chantemoore,straightup,2,23,2
2001,6,76,aerosmith,jaded,0,17,0
2001,6,81,manicstreetpreachers,sowhysosad,4,30,0
2001,6,82,bbmak,backhere,0,17,3
2001,6,89,muse,pluginbaby,0,21,0
2001,6,92,music,takethelongroadandwalkit,0,8,2
2001,6,97,beegees,thisiswhereicamein,0,45,2
2001,6,98,toploader,onlyforawhile,0,20,0
2001,6,99,brandy,anotherdayinparadise,0,21,2
2001,7,1,hearsay,thewaytoyourlove,2,13,3
2001,7,3,usher,uremindme,0,11,0
2001,7,4,shaggy,angel,6,47,2
2001,7,5,faithhill,thereyoullbe,0,11,0
2001,7,6,gorillaz,192000,0,33,0
2001,7,7,misteeq,alliwant,2,18,2
2001,7,10,djpiedpiper,doyoureallylikeit,2,71,0
2001,7,11,2pac,untiltheendoftime,4,94,2
2001,7,12,backstreetboys,morethanthat,2,21,4
2001,7,13,blue,allrise,2,35,0
2001,7,17,basementjaxx,romeo,5,25,3
2001,7,18,limpbizkit,myway,0,25,2
2001,7,19,faithless,wecome1,2,55,2
2001,7,20,stereophonics,haveaniceday,0,26,3
2001,7,21,offspring,millionmilesaway,0,11,0
2001,7,22,james,gettingawaywithitallmessedup,2,24,0
2001,7,24,dido,thankyou,0,20,3
2001,7,28,eddygrant,electricavenue,2,52,2
2001,7,29,linkinpark,papercut,0,23,3
2001,7,30,gerihalliwell,itsrainingmen,0,38,0
2001,7,31,nelly,ridewitme,2,67,2
2001,7,33,travis,sing,0,11,2
2001,7,34,gabrielle,outofreach,0,8,2
2001,7,36,3lw,nomorebabyimadoright,2,19,2
2001,7,41,mop,coldasice,5,69,2
2001,7,42,sunshineanderson,hearditallbefore,2,34,0
2001,7,45,indiaarie,video,2,42,0
2001,7,46,mya,free,7,47,0
2001,7,47,rkelly,fiesta,2,79,0
2001,7,51,fragma,youarealive,0,17,2
2001,7,52,bellesebastian,jonathandavid,0,34,2
2001,7,53,hearsay,pureandsimple,0,21,0
2001,7,55,atb,letugo,3,15,0
2001,7,56,destinyschild,survivor,0,31,2
2001,7,57,oxideneutrino,upmiddlefinger,2,32,2
2001,7,58,shaggy,itwasntme,3,38,2
2001,7,59,eve,whosthatgirl,2,87,2
2001,7,60,ronankeating,lovineachday,3,39,2
2001,7,62,muse,newborn,0,19,0
2001,7,63,atomickitten,wholeagain,2,19,0
2001,7,65,gorillaz,clinteastwood,3,70,2
2001,7,66,dandywarhols,godless,0,9,0
2001,7,67,jenniferlopez,play,4,14,0
2001,7,69,manicstreetpreachers,oceanspray,0,18,0
2001,7,70,outkast,sofreshsoclean,5,69,2
2001,7,71,ludacris,whatsyourfantasy,4,63,2
2001,7,72,ateens,upsidedown,5,35,2
2001,7,73,rem,imitationoflife,0,23,2
2001,7,75,melanieb,lullaby,0,28,3
2001,7,76,stereophonics,mrwriter,0,23,0
2001,7,77,anastacia,cowboyskisses,2,27,3
2001,7,79,madonna,whatitfeelslikeforagirl,0,21,0
2001,7,80,d12,purplepills,4,140,3
2001,7,81,radiohead,pyramidsong,0,19,0
2001,7,83,humannature,whenwewereyoung,2,28,0
2001,7,86,modjo,chillin,0,8,0
2001,7,87,bbmak,stillonyourside,0,23,0
2001,7,88,evacassidy,overtherainbow,2,15,0
2001,7,90,delasoul,thruyacity,2,67,4
2001,7,91,craigdavid,rendezvous,5,28,3
2001,7,92,alienantfarm,movies,2,23,0
2001,7,93,robbiewilliams,letlovebeyourenergy,0,26,3
2001,7,96,lilbowwow,bowwowthatsmyname,2,63,0
2001,7,99,starsailor,goodsouls,0,82,2
2001,7,100,depechemode,dreamon,0,39,0
2001,8,1,atomickitten,eternalflame,5,13,0
2001,8,2,destinyschild,bootylicious,5,26,0
2001,8,4,otown,allornothing,0,17,2
2001,8,5,d12,purplepills,4,140,3
2001,8,6,ianvandahl,castlesinthesky,0,7,0
2001,8,7,wyclefjean,perfectgentleman,0,64,3
2001,8,8,opm,heavenisahalfpipe,2,73,3
2001,8,12,sisqo,danceforme,2,26,2
2001,8,14,wheatus,alittlerespect,3,44,2
2001,8,15,usher,uremindme,0,11,0
2001,8,16,shaggy,angel,6,47,2
2001,8,18,faithhill,thereyoullbe,0,11,0
2001,8,21,gorillaz,192000,0,33,0
2001,8,22,oxideneutrino,devilsnightmare,0,36,0
2001,8,23,hearsay,thewaytoyourlove,2,13,3
2001,8,25,nsync,pop,0,18,0
2001,8,26,misteeq,alliwant,2,18,2
2001,8,27,blue,allrise,2,35,0
2001,8,29,mariahcarey,loverboy,0,20,0
2001,8,30,rickymartin,loaded,2,24,0
2001,8,31,djpiedpiper,doyoureallylikeit,2,71,0
2001,8,33,2pac,untiltheendoftime,4,94,2
2001,8,34,davidgray,sailaway,3,34,2
2001,8,36,hearsay,pureandsimple,0,21,0
2001,8,38,avalanches,frontierpsychiatrist,0,51,3
2001,8,39,blink182,therockshow,0,76,2
2001,8,42,jessicasimpson,irresistible,5,24,2
2001,8,43,kaci,tuamor,2,24,2
2001,8,44,basementjaxx,romeo,5,25,3
2001,8,47,texas,idontwantalover,0,18,0
2001,8,48,ash,sometimes,5,41,2
2001,8,50,aaliyah,weneedaresolution,3,27,2
2001,8,51,sugababes,soulsound,0,15,2
2001,8,52,bellefire,perfectbliss,0,15,0
2001,8,53,gerihalliwell,itsrainingmen,0,38,0
2001,8,54,stereophonics,haveaniceday,0,26,3
2001,8,55,eddygrant,electricavenue,2,52,2
2001,8,57,travis,sing,0,11,2
2001,8,58,limpbizkit,myway,0,25,2
2001,8,59,faithless,wecome1,2,55,2
2001,8,61,linkinpark,papercut,0,23,3
2001,8,66,dido,thankyou,0,20,3
2001,8,67,gabrielle,outofreach,0,8,2
2001,8,69,backstreetboys,morethanthat,2,21,4
2001,8,70,jenniferlopez,play,4,14,0
2001,8,71,nelly,ridewitme,2,67,2
2001,8,74,3lw,nomorebabyimadoright,2,19,2
2001,8,76,otown,liquiddreams,2,22,0
2001,8,77,outkast,sofreshsoclean,5,69,2
2001,8,80,blackcrowes,soulsinging,2,16,0
2001,8,81,shaggy,itwasntme,3,38,2
2001,8,82,atomickitten,wholeagain,2,19,0
2001,8,83,robbiewilliams,letlovebeyourenergy,0,26,3
2001,8,84,janetjackson,allforyou,0,13,0
2001,8,87,evacassidy,overtherainbow,2,15,0
2001,8,89,radiohead,pyramidsong,0,19,0
2001,8,91,muse,newborn,0,19,0
2001,8,93,oxideneutrino,upmiddlefinger,2,32,2
2001,8,95,manicstreetpreachers,oceanspray,0,18,0
2001,8,97,bonjovi,onewildnight,0,44,0
2001,8,98,rem,imitationoflife,0,23,2
2001,8,99,modjo,chillin,0,8,0
2001,8,100,indiaarie,video,2,42,0
2001,9,2,sosolidcrew,21seconds,2,84,2
2001,9,3,sophieellisbextor,takemehome,0,22,0
2001,9,4,nellyfurtado,turnoffthelight,4,20,2
2001,9,5,eve,letmeblowyamind,2,101,0
2001,9,7,jamiroquai,littlel,2,22,2
2001,9,8,ianvandahl,castlesinthesky,0,7,0
2001,9,9,atomickitten,eternalflame,5,13,0
2001,9,10,wyclefjean,perfectgentleman,0,64,3
2001,9,13,jenniferlopez,aintitfunny,2,39,0
2001,9,14,embrace,wonder,3,59,0
2001,9,15,opm,heavenisahalfpipe,2,73,3
2001,9,16,groovearmada,superstylin,0,12,0
2001,9,17,destinyschild,bootylicious,5,26,0
2001,9,20,d12,purplepills,4,140,3
2001,9,22,muse,bliss,0,36,0
2001,9,25,dantethomas,misscalifornia,4,40,3
2001,9,26,neworder,crystal,0,27,2
2001,9,28,otown,allornothing,0,17,2
2001,9,30,faithhill,thereyoullbe,0,11,0
2001,9,31,gerihalliwell,screamifyouwannagofaster,0,65,0
2001,9,35,shaggy,angel,6,47,2
2001,9,36,wheatus,alittlerespect,3,44,2
2001,9,38,sisqo,danceforme,2,26,2
2001,9,42,anastacia,madeforlovinyou,2,21,0
2001,9,43,janetjackson,someonetocallmylover,0,17,2
2001,9,45,hearsay,thewaytoyourlove,2,13,3
2001,9,47,gorillaz,192000,0,33,0
2001,9,49,crazytown,revolvingdoor,2,56,3
2001,9,53,radiohead,knivesout,0,15,0
2001,9,54,depechemode,ifeelloved,0,11,3
2001,9,55,zero7,destiny,0,12,2
2001,9,57,djpiedpiper,doyoureallylikeit,2,71,0
2001,9,58,usher,uremindme,0,11,0
2001,9,60,travis,sing,0,11,2
2001,9,63,badmeetsevil,scarymovies,2,125,0
2001,9,65,aaliyah,weneedaresolution,3,27,2
2001,9,66,hearsay,pureandsimple,0,21,0
2001,9,68,nsync,pop,0,18,0
2001,9,71,misteeq,alliwant,2,18,2
2001,9,72,eddygrant,electricavenue,2,52,2
2001,9,74,davidgray,sailaway,3,34,2
2001,9,75,2pac,untiltheendoftime,4,94,2
2001,9,82,evacassidy,overtherainbow,2,15,0
2001,9,86,kaci,tuamor,2,24,2
2001,9,87,bellefire,perfectbliss,0,15,0
2001,9,89,muse,newborn,0,19,0
2001,9,90,3lw,nomorebabyimadoright,2,19,2
2001,9,92,linkinpark,papercut,0,23,3
2001,9,94,lionelrichie,iforgot,5,12,2
2001,9,98,feeder,turn,0,15,0
2001,9,99,fragma,youarealive,0,17,2
2001,10,1,kylieminogue,cantgetyououtofmyhead,5,10,2
2001,10,4,cityhigh,whatwouldyoudo,0,49,3
2001,10,6,alienantfarm,smoothcriminal,0,27,0
2001,10,8,maryjblige,familyaffair,0,43,2
2001,10,9,eltonjohn,iwantlove,0,23,2
2001,10,10,shaggy,luvmeluvme,6,47,2
2001,10,11,unclekracker,followme,3,27,3
2001,10,12,supermenlovers,starlight,2,16,0
2001,10,13,pdiddy,badboyforlife,2,81,3
2001,10,16,stereophonics,steponmyoldsizenines,0,7,2
2001,10,17,blue,tooclose,0,16,2
2001,10,18,victoriabeckham,notsuchaninnocentgirl,2,23,0
2001,10,20,eve,letmeblowyamind,2,101,0
2001,10,23,basementjaxx,jus1kiss,2,3,0
2001,10,24,garbage,androgyny,0,20,0
2001,10,25,starsailor,alcoholic,0,14,2
2001,10,26,nellyfurtado,turnoffthelight,4,20,2
2001,10,29,sosolidcrew,21seconds,2,84,2
2001,10,31,blink182,firstdate,3,22,3
2001,10,32,sophieellisbextor,takemehome,0,22,0
2001,10,33,travis,side,0,21,0
2001,10,34,ianvandahl,castlesinthesky,0,7,0
2001,10,35,staind,itsbeenawhile,0,26,2
2001,10,36,ericksermon,music,3,69,2
2001,10,38,ludacris,areacodes,0,79,2
2001,10,39,wyclefjean,perfectgentleman,0,64,3
2001,10,42,redman,smashsumthin,3,113,5
2001,10,44,jamiroquai,littlel,2,22,2
2001,10,45,atomickitten,eternalflame,5,13,0
2001,10,48,emmabunton,takemybreathaway,0,12,2
2001,10,49,dido,hunter,0,18,0
2001,10,53,chemicalbrothers,itbeganinafrika,0,2,0
2001,10,54,opm,heavenisahalfpipe,2,73,3
2001,10,59,modjo,whatimean,2,20,2
2001,10,60,faithless,muhammadali,2,70,2
2001,10,63,destinyschild,bootylicious,5,26,0
2001,10,64,jenniferlopez,aintitfunny,2,39,0
2001,10,65,staticx,blackandwhite,0,25,0
2001,10,70,afroman,becauseigothigh,0,67,0
2001,10,71,gerihalliwell,screamifyouwannagofaster,0,65,0
2001,10,72,d12,purplepills,4,140,3
2001,10,73,macygray,sweetbaby,3,11,2
2001,10,75,otown,allornothing,0,17,2
2001,10,77,neworder,crystal,0,27,2
2001,10,79,hearsay,thewaytoyourlove,2,13,3
2001,10,80,groovearmada,superstylin,0,12,0
2001,10,81,wheatus,alittlerespect,3,44,2
2001,10,86,embrace,wonder,3,59,0
2001,10,88,coopertempleclause,letskillmusic,0,22,0
2001,10,89,anastacia,madeforlovinyou,2,21,0
2001,10,91,mariahcarey,loverboy,0,20,0
2001,10,98,benfolds,rockinthesuburbs,0,56,0
2001,11,1,afroman,becauseigothigh,0,67,0
2001,11,2,kylieminogue,cantgetyououtofmyhead,5,10,2
2001,11,5,cityhigh,whatwouldyoudo,0,49,3
2001,11,6,misteeq,onenightstand,2,27,0
2001,11,7,britneyspears,imaslave4u,0,28,2
2001,11,8,michaeljackson,yourockmyworld,3,12,2
2001,11,10,alienantfarm,smoothcriminal,0,27,0
2001,11,11,usher,ugotitbad,0,29,2
2001,11,12,maryjblige,familyaffair,0,43,2
2001,11,13,linkinpark,intheend,0,19,3
2001,11,16,unclekracker,followme,3,27,3
2001,11,17,systemofadown,chopsuey,0,19,0
2001,11,18,gorillaz,rockthehouse,0,63,0
2001,11,20,otown,wefittogether,6,27,0
2001,11,21,sum41,fatlip,0,39,3
2001,11,27,supermenlovers,starlight,2,16,0
2001,11,28,shaggy,luvmeluvme,6,47,2
2001,11,31,weezer,islandinthesun,7,18,3
2001,11,35,jayz,izzohova,3,94,3
2001,11,36,pdiddy,badboyforlife,2,81,3
2001,11,37,dido,hunter,0,18,0
2001,11,38,rightsaidfred,youremymate,0,12,0
2001,11,39,eltonjohn,iwantlove,0,23,2
2001,11,41,jaggededge,wherethepartyat,3,49,3
2001,11,42,blue,tooclose,0,16,2
2001,11,43,sosolidcrew,21seconds,2,84,2
2001,11,44,eve,letmeblowyamind,2,101,0
2001,11,45,streets,hasitcometothis,6,116,3
2001,11,47,atomickitten,eternalflame,5,13,0
2001,11,48,sarahconnor,letsgetbacktobedboy,5,31,2
2001,11,49,ateens,halfwayaroundtheworld,0,16,3
2001,11,50,travis,side,0,21,0
2001,11,51,sophieellisbextor,takemehome,0,22,0
2001,11,52,faithless,muhammadali,2,70,2
2001,11,56,emmabunton,takemybreathaway,0,12,2
2001,11,57,chemicalbrothers,itbeganinafrika,0,2,0
2001,11,59,starsailor,alcoholic,0,14,2
2001,11,60,hearsay,thewaytoyourlove,2,13,3
2001,11,61,jamiroquai,littlel,2,22,2
2001,11,63,cake,shortskirtlongjacket,2,54,3
2001,11,64,gerihalliwell,screamifyouwannagofaster,0,65,0
2001,11,66,basementjaxx,jus1kiss,2,3,0
2001,11,67,nellyfurtado,turnoffthelight,4,20,2
2001,11,69,stereophonics,steponmyoldsizenines,0,7,2
2001,11,71,ianvandahl,castlesinthesky,0,7,0
2001,11,74,blink182,firstdate,3,22,3
2001,11,76,redman,smashsumthin,3,113,5
2001,11,78,garbage,androgyny,0,20,0
2001,11,79,macygray,sweetbaby,3,11,2
2001,11,82,3lw,playasgonplay,4,36,0
2001,11,83,mariahcarey,loverboy,0,20,0
2001,11,84,wyclefjean,perfectgentleman,0,64,3
2001,11,85,opm,heavenisahalfpipe,2,73,3
2001,11,87,otown,allornothing,0,17,2
2001,11,88,aliciakeys,fallin,0,7,2
2001,11,89,wheatus,alittlerespect,3,44,2
2001,11,91,faithhill,breathe,4,25,2
2001,11,96,backstreetboys,drowning,3,23,2
2001,11,98,anastacia,madeforlovinyou,2,21,0
2001,11,99,janetjackson,someonetocallmylover,0,17,2
2001,11,100,sisqo,danceforme,2,26,2
2001,12,1,sclub7,haveyouever,4,19,7
2001,12,2,blue,ifyoucomeback,0,23,0
2001,12,4,westlife,queenofmyheart,3,24,4
2001,12,6,aliciakeys,fallin,0,7,2
2001,12,7,destinyschild,emotion,4,23,2
2001,12,8,afroman,becauseigothigh,0,67,0
2001,12,10,iio,rapture,2,22,2
2001,12,13,bubbasparxxx,ugly,0,84,3
2001,12,14,anastacia,paidmydues,0,24,2
2001,12,15,kylieminogue,cantgetyououtofmyhead,5,10,2
2001,12,16,jamiroquai,yougivemesomething,0,16,0
2001,12,17,jenniferlopez,imreal,0,18,0
2001,12,18,cityhigh,whatwouldyoudo,0,49,3
2001,12,20,sosolidcrew,theydontknow,2,83,0
2001,12,21,allstartribute,whatsgoingon,7,137,2
2001,12,22,cher,themusicsnogoodwithoutyou,0,19,3
2001,12,25,dandywarhols,bohemianlikeyou,0,19,0
2001,12,26,maryjblige,familyaffair,0,43,2
2001,12,29,neworder,60milesanhour,5,28,2
2001,12,30,d12,fightmusic,4,145,4
2001,12,31,charlatans,amanneedstobetold,0,51,2
2001,12,32,misteeq,onenightstand,2,27,0
2001,12,33,staind,outside,0,27,0
2001,12,35,davematthewsband,thespacebetween,2,59,2
2001,12,36,britneyspears,imaslave4u,0,28,2
2001,12,37,unclekracker,followme,3,27,3
2001,12,39,alienantfarm,smoothcriminal,0,27,0
2001,12,40,strokes,lastnite,0,27,0
2001,12,42,linkinpark,intheend,0,19,3
2001,12,44,rem,illtaketherain,3,19,3
2001,12,46,victoriabeckham,notsuchaninnocentgirl,2,23,0
2001,12,47,michaeljackson,yourockmyworld,3,12,2
2001,12,49,beverleyknight,getup,0,15,2
2001,12,50,whitestripes,hotelyorba,0,20,3
2001,12,51,limpbizkit,boiler,0,16,0
2001,12,52,2pac,letter2myunborn,2,120,4
2001,12,53,usher,ugotitbad,0,29,2
2001,12,55,streets,hasitcometothis,6,116,3
2001,12,56,supermenlovers,starlight,2,16,0
2001,12,58,depechemode,freelove,3,29,0
2001,12,60,corrs,wouldyoubehappier,3,16,0
2001,12,62,andrewwk,partyhard,0,7,0
2001,12,63,shaggy,luvmeluvme,6,47,2
2001,12,64,slipknot,leftbehind,0,32,0
2001,12,67,eltonjohn,iwantlove,0,23,2
2001,12,68,blue,tooclose,0,16,2
2001,12,69,sosolidcrew,21seconds,2,84,2
2001,12,70,sum41,fatlip,0,39,3
2001,12,71,jarule,livinitup,2,55,2
2001,12,73,gorillaz,rockthehouse,0,63,0
2001,12,81,lonestar,imalreadythere,7,24,6
2001,12,90,fatboyslim,songforshelter,3,77,2
2001,12,92,dido,hunter,0,18,0
2001,12,100,eddygrant,walkingonsunshine,0,12,0
2002,1,2,danielbedingfield,gottagetthruthis,0,21,2
2002,1,4,sophieellisbextor,murderonthedancefloor,2,36,0
2002,1,5,stereophonics,handbagsandgladrags,0,45,5
2002,1,6,ianvandahl,willi,2,3,0
2002,1,7,sclub7,haveyouever,4,19,7
2002,1,8,samanthamumba,lately,0,23,2
2002,1,9,katewinslet,whatif,0,18,2
2002,1,15,afroman,becauseigothigh,0,67,0
2002,1,16,kylieminogue,cantgetyououtofmyhead,5,10,2
2002,1,18,sum41,intoodeep,2,29,0
2002,1,20,hearsay,everybody,2,12,0
2002,1,21,blue,ifyoucomeback,0,23,0
2002,1,26,destinyschild,emotion,4,23,2
2002,1,27,jenniferlopez,imreal,0,18,0
2002,1,28,westlife,queenofmyheart,3,24,4
2002,1,29,davidgray,sayhellowavegoodbye,2,17,3
2002,1,32,emmabunton,werenotgonnasleeptonight,3,18,0
2002,1,33,iio,rapture,2,22,2
2002,1,35,gerihalliwell,calling,6,27,0
2002,1,36,faithless,tarantula,2,27,3
2002,1,37,basementjaxx,wheresyourheadat,0,12,0
2002,1,38,anastacia,paidmydues,0,24,2
2002,1,40,cityhigh,whatwouldyoudo,0,49,3
2002,1,42,michaeljackson,cry,0,77,3
2002,1,44,bubbasparxxx,ugly,0,84,3
2002,1,45,sosolidcrew,theydontknow,2,83,0
2002,1,47,maryjblige,familyaffair,0,43,2
2002,1,48,britneyspears,imaslave4u,0,28,2
2002,1,50,jamiroquai,yougivemesomething,0,16,0
2002,1,53,michaeljackson,yourockmyworld,3,12,2
2002,1,55,dandywarhols,bohemianlikeyou,0,19,0
2002,1,56,cher,themusicsnogoodwithoutyou,0,19,3
2002,1,57,aliciakeys,fallin,0,7,2
2002,1,60,misteeq,onenightstand,2,27,0
2002,1,61,starsailor,lullaby,0,66,0
2002,1,64,allstartribute,whatsgoingon,7,137,2
2002,1,65,wyclefjean,wishyouwerehere,0,96,2
2002,1,66,dmx,whowebe,0,177,0
2002,1,67,unclekracker,followme,3,27,3
2002,1,71,atomickitten,eternalflame,5,13,0
2002,1,72,nsync,gone,0,15,3
2002,1,74,victoriabeckham,notsuchaninnocentgirl,2,23,0
2002,1,75,supermenlovers,starlight,2,16,0
2002,1,76,alienantfarm,smoothcriminal,0,27,0
2002,1,77,linkinpark,intheend,0,19,3
2002,1,78,gorillaz,rockthehouse,0,63,0
2002,1,80,sosolidcrew,21seconds,2,84,2
2002,1,82,blue,tooclose,0,16,2
2002,1,83,mop,coldasice,5,69,2
2002,1,89,jarule,livinitup,2,55,2
2002,1,90,ianvandahl,castlesinthesky,0,7,0
2002,1,95,streets,hasitcometothis,6,116,3
2002,1,96,eve,letmeblowyamind,2,101,0
2002,1,98,atomickitten,wholeagain,2,19,0
2002,1,99,eltonjohn,iwantlove,0,23,2
2002,1,100,shaggy,luvmeluvme,6,47,2
2002,2,1,enriqueiglesias,hero,4,15,3
2002,2,2,a1,caughtinthemiddle,0,22,0
2002,2,3,pink,getthepartystarted,2,19,2
2002,2,4,georgeharrison,mysweetlord,0,17,0
2002,2,5,britneyspears,overprotected,0,23,2
2002,2,6,jarule,alwaysontime,5,90,2
2002,2,9,christinamilian,amtopm,2,28,0
2002,2,10,afroman,crazyrap,2,102,4
2002,2,11,kaci,ithinkiloveyou,0,20,2
2002,2,12,aaliyah,morethanawoman,2,33,0
2002,2,13,danielbedingfield,gottagetthruthis,0,21,2
2002,2,16,sophieellisbextor,murderonthedancefloor,2,36,0
2002,2,19,pod,alive,0,22,2
2002,2,20,stereophonics,handbagsandgladrags,0,45,5
2002,2,21,drdre,badintentions,2,49,0
2002,2,23,chemicalbrothers,starguitar,0,0,0
2002,2,25,katewinslet,whatif,0,18,2
2002,2,26,samanthamumba,lately,0,23,2
2002,2,27,incubus,wishyouwerehere,4,27,2
2002,2,28,ianvandahl,willi,2,3,0
2002,2,35,jayz,girlsgirlsgirls,7,85,2
2002,2,36,sarahmclachlan,angel,2,30,3
2002,2,37,blackrebelmotorcycleclub,loveburns,2,18,3
2002,2,41,pdiddy,diddy,4,75,2
2002,2,45,backstreetboys,drowning,3,23,2
2002,2,46,eltonjohn,thistraindontstopthereanymore,0,52,2
2002,2,47,nellyfurtado,ontheradiorememberthedays,0,29,0
2002,2,50,enya,mayitbe,0,13,2
2002,2,51,alkalinetrio,privateeye,2,57,3
2002,2,53,kylieminogue,cantgetyououtofmyhead,5,10,2
2002,2,54,jenniferlopez,imreal,0,18,0
2002,2,56,sclub7,haveyouever,4,19,7
2002,2,57,sum41,intoodeep,2,29,0
2002,2,63,blue,ifyoucomeback,0,23,0
2002,2,64,afroman,becauseigothigh,0,67,0
2002,2,66,westlife,queenofmyheart,3,24,4
2002,2,68,hearsay,everybody,2,12,0
2002,2,69,gerihalliwell,calling,6,27,0
2002,2,71,destinyschild,emotion,4,23,2
2002,2,72,allstartribute,whatsgoingon,7,137,2
2002,2,76,faithless,tarantula,2,27,3
2002,2,80,bubbasparxxx,ugly,0,84,3
2002,2,83,cityhigh,whatwouldyoudo,0,49,3
2002,2,85,jamiroquai,yougivemesomething,0,16,0
2002,2,87,linkinpark,intheend,0,19,3
2002,2,89,unclekracker,followme,3,27,3
2002,2,91,fatboyslim,retox,0,3,0
2002,2,94,gorillaz,rockthehouse,0,63,0
2002,2,95,ianvandahl,castlesinthesky,0,7,0
2002,2,96,nodoubt,heybaby,0,46,0
2002,2,98,sophieellisbextor,takemehome,0,22,0
2002,3,1,westlife,worldofourown,2,19,0
2002,3,2,enriqueiglesias,hero,4,15,3
2002,3,3,kylieminogue,inyoureyes,0,21,0
2002,3,4,rkelly,theworldsgreatest,0,40,2
2002,3,5,misteeq,bwithme,2,17,2
2002,3,6,sclub7,you,2,14,0
2002,3,8,pink,getthepartystarted,2,19,2
2002,3,9,a,nothing,3,16,0
2002,3,10,brandy,whataboutus,2,20,2
2002,3,11,princesssuperstar,badbabysitter,2,98,3
2002,3,12,alanismorissette,handsclean,0,47,0
2002,3,14,jarule,alwaysontime,5,90,2
2002,3,15,alizee,moilolita,0,9,0
2002,3,16,nodoubt,heybaby,0,46,0
2002,3,17,victoriabeckham,amindofitsown,0,31,0
2002,3,18,britneyspears,overprotected,0,23,2
2002,3,19,christinamilian,amtopm,2,28,0
2002,3,20,alienantfarm,movies,2,23,0
2002,3,21,a1,caughtinthemiddle,0,22,0
2002,3,23,kaci,ithinkiloveyou,0,20,2
2002,3,25,sophieellisbextor,murderonthedancefloor,2,36,0
2002,3,26,puddleofmudd,control,0,16,2
2002,3,27,danielbedingfield,gottagetthruthis,0,21,2
2002,3,30,leannrimes,butidoloveyou,3,16,2
2002,3,32,aaliyah,morethanawoman,2,33,0
2002,3,33,afroman,crazyrap,2,102,4
2002,3,35,stereophonics,handbagsandgladrags,0,45,5
2002,3,36,kylieminogue,cantgetyououtofmyhead,5,10,2
2002,3,37,hives,hatetosayitoldyouso,3,29,2
2002,3,38,drdre,badintentions,2,49,0
2002,3,39,dilatedpeoples,worstcomestoworst,0,100,3
2002,3,43,georgeharrison,mysweetlord,0,17,0
2002,3,45,vexred,cantsmile,0,18,0
2002,3,47,katewinslet,whatif,0,18,2
2002,3,49,train,shesonfire,0,10,0
2002,3,50,maryjblige,danceforme,2,49,2
2002,3,53,ianvandahl,willi,2,3,0
2002,3,54,ub40,coverup,2,35,3
2002,3,55,delasoul,babyphat,0,49,3
2002,3,56,pod,alive,0,22,2
2002,3,57,spiritualized,doitalloveragain,0,20,0
2002,3,61,sclub7,haveyouever,4,19,7
2002,3,62,afroman,becauseigothigh,0,67,0
2002,3,64,samanthamumba,lately,0,23,2
2002,3,70,chemicalbrothers,starguitar,0,0,0
2002,3,71,otown,loveshouldbeacrime,4,19,0
2002,3,73,nickelback,howyouremindme,0,49,0
2002,3,76,backstreetboys,drowning,3,23,2
2002,3,85,staind,foryou,0,29,0
2002,3,92,linkinpark,intheend,0,19,3
2002,3,94,emmabunton,werenotgonnasleeptonight,3,18,0
2002,3,96,britneyspears,imaslave4u,0,28,2
2002,3,97,anastacia,paidmydues,0,24,2
2002,4,1,garethgates,unchainedmelody,7,9,2
2002,4,3,shakira,wheneverwherever,5,34,0
2002,4,6,nickelback,howyouremindme,0,49,0
2002,4,8,marilynmanson,taintedlove,2,11,2
2002,4,10,lasgo,something,2,11,3
2002,4,11,anastacia,onedayinyourlife,2,17,3
2002,4,12,darrenhayes,insatiable,5,37,2
2002,4,13,jenniferlopez,aintitfunny,2,39,0
2002,4,14,enriqueiglesias,hero,4,15,3
2002,4,15,celinedion,anewdayhascome,0,12,2
2002,4,16,badlydrawnboy,silentsigh,0,11,0
2002,4,17,georgemichael,freeek,0,33,0
2002,4,18,travis,flowersinthewindow,3,22,2
2002,4,19,outkast,thewholeworld,2,98,3
2002,4,20,rkelly,theworldsgreatest,0,40,2
2002,4,21,sum41,motivation,0,24,0
2002,4,22,cityhigh,caramel,0,29,0
2002,4,23,pink,getthepartystarted,2,19,2
2002,4,24,aliciakeys,awomansworth,2,30,2
2002,4,27,natalieimbruglia,wrongimpression,0,15,2
2002,4,30,westlife,worldofourown,2,19,0
2002,4,31,petshopboys,homeanddry,0,12,3
2002,4,32,beverleyknight,shouldawouldacoulda,2,17,3
2002,4,33,bustarhymes,breakyaneck,3,77,2
2002,4,34,kylieminogue,inyoureyes,0,21,0
2002,4,35,misteeq,bwithme,2,17,2
2002,4,36,jarule,alwaysontime,5,90,2
2002,4,39,sclub7,you,2,14,0
2002,4,40,ironmaiden,runtothehills,4,129,2
2002,4,43,brandy,whataboutus,2,20,2
2002,4,44,lennykravitz,stillnessofheart,0,16,0
2002,4,45,a1,caughtinthemiddle,0,22,0
2002,4,46,starsailor,poormisguidedfool,0,30,0
2002,4,48,princesssuperstar,badbabysitter,2,98,3
2002,4,49,britneyspears,overprotected,0,23,2
2002,4,50,creed,mysacrifice,3,18,0
2002,4,53,nodoubt,heybaby,0,46,0
