year,month,rank,artist,song,romance_score
1964,10,18,brendalee,isittrue,6
1964,10,20,hollies,werethrough,4
1964,10,21,elvispresley,suchanight,5
1964,10,24,beatles,aharddaysnight,0
1964,10,29,chuckberry,younevercantell,0
1964,10,32,rollingstones,itsallovernow,3
1964,10,34,beachboys,igetaround,0
1964,10,38,raycharles,noonetocryto,6
1964,11,4,searchers,whenyouwalkintheroom,7
1964,11,5,supremes,wheredidourlovego,3
1964,11,7,hollies,werethrough,4
1964,11,10,hermanshermits,imintosomethinggood,5
1964,11,13,supremes,babylove,16
1964,11,14,animals,imcrying,6
1964,11,16,fourseasons,ragdoll,0
1964,11,17,jimreeves,iwontforgetyou,0
1964,11,19,deanmartin,everybodylovessomebody,3
1964,11,21,shirleybassey,goldfinger,0
1964,11,24,dionnewarwick,reachoutforme,3
1964,11,27,daveclarkfive,anywayyouwantit,0
1964,11,30,dustyspringfield,losingyou,3
1964,11,32,elvispresley,aintthatlovingyoubaby,0
1964,11,37,jimreeves,iloveyoubecause,0
1964,11,40,brendalee,isittrue,6
1964,11,42,kinks,alldayandallofthenight,3
1964,11,45,beachboys,whenigrowuptobeaman,5
1964,11,47,kinks,youreallygotme,0
1964,11,48,genepitney,ithurtstobeinlove,3
1964,11,49,ronettes,doiloveyou,14
1964,12,1,supremes,babylove,16
1964,12,2,kinks,alldayandallofthenight,3
1964,12,3,rollingstones,littleredrooster,0
1964,12,6,genepitney,imgonnabestrong,0
1964,12,7,jimreeves,theresaheartachefollowingme,3
1964,12,9,petulaclark,downtown,10
1964,12,10,dustyspringfield,losingyou,3
1964,12,19,royorbison,prettypaper,4
1964,12,22,elvispresley,aintthatlovingyoubaby,0
1964,12,24,searchers,whenyouwalkintheroom,7
1964,12,25,hermanshermits,showmegirl,5
1964,12,27,supremes,wheredidourlovego,3
1964,12,29,shirleybassey,goldfinger,0
1964,12,33,beachboys,whenigrowuptobeaman,5
1964,12,38,jimreeves,iwontforgetyou,0
1964,12,43,hollies,werethrough,4
1964,12,44,yardbirds,goodmorninglittleschoolgirl,0
1964,12,47,hermanshermits,imintosomethinggood,5
1964,12,48,deanmartin,thedoorisstillopentomyheart,5
1965,1,1,beatles,ifeelfine,3
1965,1,2,petulaclark,downtown,10
1965,1,4,genepitney,imgonnabestrong,0
1965,1,13,royorbison,prettypaper,4
1965,1,14,rollingstones,littleredrooster,0
1965,1,15,elvispresley,bluechristmas,4
1965,1,16,searchers,whathavetheydonetotherain,3
1965,1,18,supremes,babylove,16
1965,1,19,moodyblues,gonow,0
1965,1,21,jimreeves,theresaheartachefollowingme,3
1965,1,22,gerryandthepacemakers,ferrycrossthemersey,0
1965,1,25,brendalee,christmaswillbejustanotherlonelyday,5
1965,1,26,kinks,alldayandallofthenight,3
1965,1,29,dustyspringfield,losingyou,3
1965,1,32,hermanshermits,showmegirl,5
1965,2,1,moodyblues,gonow,0
1965,2,3,righteousbrothers,youvelostthatlovinfeelin,5
1965,2,6,kinks,tiredofwaitingforyou,3
1965,2,9,gerryandthepacemakers,ferrycrossthemersey,0
1965,2,13,beatles,ifeelfine,3
1965,2,16,petulaclark,downtown,10
1965,2,19,seekers,illneverfindanotheryou,3
1965,2,23,genepitney,imgonnabestrong,0
1965,2,25,searchers,whathavetheydonetotherain,3
1965,2,26,chuckberry,promisedland,0
1965,2,31,beachboys,dancedancedance,0
1965,2,32,supremes,comeseeaboutme,5
1965,2,35,rollingstones,littleredrooster,0
1965,2,36,hollies,yesiwill,5
1965,2,38,daveclarkfive,everybodyknows,3
1965,2,40,jimreeves,theresaheartachefollowingme,3
1965,2,42,raycharles,makinwhoopee,3
1965,2,45,kinks,alldayandallofthenight,3
1965,2,47,royorbison,prettypaper,4
1965,2,50,supremes,babylove,16
1965,3,1,seekers,illneverfindanotheryou,3
1965,3,3,animals,dontletmebemisunderstood,0
1965,3,4,righteousbrothers,youvelostthatlovinfeelin,5
1965,3,5,kinks,tiredofwaitingforyou,3
1965,3,10,tomjones,itsnotunusual,0
1965,3,11,genepitney,imustbeseeingthings,7
1965,3,12,hollies,yesiwill,5
1965,3,13,hermanshermits,silhouettes,7
1965,3,14,royorbison,goodnight,10
1965,3,18,moodyblues,gonow,0
1965,3,25,gerryandthepacemakers,ferrycrossthemersey,0
1965,3,39,beachboys,dancedancedance,0
1965,3,40,who,icantexplain,8
1965,3,41,dobiegray,theincrowd,0
1965,3,43,spencerdavisgroup,everylittlebithurts,0
1965,3,44,zombies,tellherno,7
1965,3,45,dustyspringfield,yourhurtinkindoflove,6
1965,3,47,supremes,comeseeaboutme,5
1965,3,50,beatles,ifeelfine,3
1965,4,1,rollingstones,thelasttime,0
1965,4,3,tomjones,itsnotunusual,0
1965,4,4,searchers,goodbyemylove,3
1965,4,5,yardbirds,foryourlove,3
1965,4,6,cliffrichard,theminuteyouregone,6
1965,4,7,donovan,catchthewind,13
1965,4,9,hermanshermits,silhouettes,7
1965,4,10,seekers,illneverfindanotheryou,3
1965,4,12,who,icantexplain,8
1965,4,13,genepitney,imustbeseeingthings,7
1965,4,15,bobdylan,thetimestheyareachangin,3
1965,4,17,hollies,yesiwill,5
1965,4,18,petulaclark,iknowaplace,0
1965,4,19,gerryandthepacemakers,illbethere,3
1965,4,22,elvispresley,dotheclam,3
1965,4,23,supremes,stopinthenameoflove,8
1965,4,27,daveclarkfive,reelinandrockin,0
1965,4,30,animals,dontletmebemisunderstood,0
1965,4,31,royorbison,goodnight,10
1965,4,35,rogermiller,kingoftheroad,0
1965,4,38,moodyblues,idontwanttogoonwithoutyou,8
1965,4,39,dobiegray,theincrowd,0
1965,4,48,dionnewarwick,youcanhavehim,0
1965,4,49,temptations,itsgrowing,6
1965,5,1,beatles,tickettoride,0
1965,5,2,cliffrichard,theminuteyouregone,6
1965,5,4,rogermiller,kingoftheroad,0
1965,5,7,animals,bringitonhometome,3
1965,5,9,donovan,catchthewind,13
1965,5,10,supremes,stopinthenameoflove,8
1965,5,11,yardbirds,foryourlove,3
1965,5,12,rollingstones,thelasttime,0
1965,5,13,bobdylan,thetimestheyareachangin,3
1965,5,15,seekers,aworldofourown,3
1965,5,18,who,icantexplain,8
1965,5,19,seekers,illneverfindanotheryou,3
1965,5,21,gerryandthepacemakers,illbethere,3
1965,5,22,tomjones,itsnotunusual,0
1965,5,29,hermanshermits,silhouettes,7
1965,5,30,jimreeves,notuntilthenexttime,3
1965,5,32,searchers,goodbyemylove,3
1965,5,35,bobdylan,subterraneanhomesickblues,8
1965,5,38,petulaclark,iknowaplace,0
1965,5,46,dionnewarwick,youcanhavehim,0
1965,5,47,daveclarkfive,reelinandrockin,0
1965,5,48,moodyblues,idontwanttogoonwithoutyou,8
1965,5,50,elvispresley,dotheclam,3
1965,6,4,seekers,aworldofourown,3
1965,6,5,rogermiller,kingoftheroad,0
1965,6,7,beatles,tickettoride,0
1965,6,9,bobdylan,subterraneanhomesickblues,8
1965,6,14,jimreeves,notuntilthenexttime,3
1965,6,16,animals,bringitonhometome,3
1965,6,19,everlybrothers,thepriceoflove,5
1965,6,21,cliffrichard,theminuteyouregone,6
1965,6,24,elvispresley,cryinginthechapel,8
1965,6,28,seekers,illneverfindanotheryou,3
1965,6,29,joanbaez,weshallovercome,0
1965,6,30,donovan,catchthewind,13
1965,6,33,daveclarkfive,comehome,3
1965,6,34,supremes,stopinthenameoflove,8
1965,6,35,who,anywayanyhowanywhere,0
1965,6,36,bobdylan,thetimestheyareachangin,3
1965,6,37,kinks,setmefree,0
1965,6,40,tonybennett,ifiruledtheworld,0
1965,6,42,yardbirds,foryourlove,3
1965,6,43,shirleybassey,noregrets,3
1965,6,44,hollies,imalive,5
1965,6,47,everlybrothers,thatllbetheday,4
1965,6,48,rollingstones,thelasttime,0
1965,6,49,tomjones,onceuponatime,0
1965,6,50,jimreeves,howlonghasitbeen,0
1965,7,1,elvispresley,cryinginthechapel,8
1965,7,2,hollies,imalive,5
1965,7,3,everlybrothers,thepriceoflove,5
1965,7,4,donovan,colours,6
1965,7,5,genepitney,lookingthroughtheeyesoflove,5
1965,7,9,kinks,setmefree,0
1965,7,10,who,anywayanyhowanywhere,0
1965,7,11,yardbirds,heartfullofsoul,3
1965,7,12,cliffrichard,onmyword,5
1965,7,13,lulu,leavealittlelove,3
1965,7,14,seekers,aworldofourown,3
1965,7,19,byrds,mrtambourineman,0
1965,7,20,daveclarkfive,comehome,3
1965,7,22,bobdylan,maggiesfarm,0
1965,7,24,moodyblues,fromthebottomofmyheart,0
1965,7,33,beachboys,helpmerhonda,0
1965,7,35,johnnycash,itaintmebabe,5
1965,7,38,joanbaez,weshallovercome,0
1965,7,43,supremes,backinmyarmsagain,8
1965,7,44,spencerdavisgroup,stronglove,0
1965,7,48,jimreeves,notuntilthenexttime,3
1965,7,50,beatles,tickettoride,0
1965,8,1,byrds,mrtambourineman,0
1965,8,2,yardbirds,heartfullofsoul,3
1965,8,5,beatles,help,0
1965,8,6,animals,wegottagetoutofthisplace,3
1965,8,7,hollies,imalive,5
1965,8,10,joanbaez,therebutforfortune,0
1965,8,11,daveclarkfive,catchusifyoucan,0
1965,8,13,genepitney,lookingthroughtheeyesoflove,5
1965,8,14,elvispresley,cryinginthechapel,8
1965,8,15,lulu,leavealittlelove,3
1965,8,16,searchers,hesgotnolove,3
1965,8,17,tomjones,withthesehands,11
1965,8,20,everlybrothers,thepriceoflove,5
1965,8,22,jimreeves,thisworldisnotmyhome,6
1965,8,23,cliffrichard,onmyword,5
1965,8,26,donovan,colours,6
1965,8,27,who,anywayanyhowanywhere,0
1965,8,30,royorbison,sayyouremygirl,5
1965,8,34,seekers,aworldofourown,3
1965,8,36,brendalee,toomanyrivers,3
1965,8,38,beachboys,helpmerhonda,0
1965,8,42,moodyblues,fromthebottomofmyheart,0
1965,8,45,bobdylan,maggiesfarm,0
1965,8,46,kinks,setmefree,0
1965,9,2,beatles,help,0
1965,9,5,byrds,allireallywanttodo,0
1965,9,6,animals,wegottagetoutofthisplace,3
1965,9,9,daveclarkfive,catchusifyoucan,0
1965,9,14,byrds,mrtambourineman,0
1965,9,15,rollingstones,icantgetnosatisfaction,0
1965,9,16,tomjones,whatsnewpussycat,7
1965,9,17,joanbaez,therebutforfortune,0
1965,9,19,bobdylan,likearollingstone,5
1965,9,21,tomjones,withthesehands,11
1965,9,22,cher,allireallywanttodo,0
1965,9,23,brendalee,toomanyrivers,3
1965,9,25,righteousbrothers,unchainedmelody,5
1965,9,26,searchers,hesgotnolove,3
1965,9,27,cliffrichard,thetimeinbetween,0
1965,9,29,yardbirds,heartfullofsoul,3
1965,9,33,royorbison,sayyouremygirl,5
1965,9,34,jimreeves,thisworldisnotmyhome,6
1965,9,36,hollies,imalive,5
1965,9,37,elvispresley,cryinginthechapel,8
1965,9,45,lulu,leavealittlelove,3
1965,9,47,everlybrothers,illnevergetoveryou,8
1965,9,50,genepitney,lookingthroughtheeyesoflove,5
1965,10,3,rollingstones,icantgetnosatisfaction,0
1965,10,4,hollies,lookthroughanywindow,0
1965,10,6,barrymcguire,eveofdestruction,0
1965,10,8,bobdylan,likearollingstone,5
1965,10,12,andywilliams,almostthere,13
1965,10,15,hermanshermits,justalittlebitbetter,8
1965,10,18,beatles,help,0
1965,10,20,cher,allireallywanttodo,0
1965,10,21,righteousbrothers,unchainedmelody,5
1965,10,24,tomjones,whatsnewpussycat,7
1965,10,25,lulu,trytounderstand,7
1965,10,28,beachboys,californiagirls,8
1965,10,29,joanbaez,itsallovernowbabyblue,11
1965,10,30,byrds,allireallywanttodo,0
1965,10,31,wilsonpickett,inthemidnighthour,7
1965,10,34,fourtops,itsthesameoldsong,5
1965,10,35,royorbison,rideaway,3
1965,10,36,jamesbrown,papasgotabrandnewbag,0
1965,10,40,cliffrichard,thetimeinbetween,0
1965,10,43,brendalee,toomanyrivers,3
1965,10,49,animals,wegottagetoutofthisplace,3
1965,11,2,andywilliams,almostthere,13
1965,11,3,barrymcguire,eveofdestruction,0
1965,11,13,wilsonpickett,inthemidnighthour,7
1965,11,17,rollingstones,getoffofmycloud,3
1965,11,19,hollies,lookthroughanywindow,0
1965,11,20,rollingstones,icantgetnosatisfaction,0
1965,11,22,everlybrothers,loveisstrange,3
1965,11,25,jamesbrown,papasgotabrandnewbag,0
1965,11,28,bobdylan,likearollingstone,5
1965,11,33,hermanshermits,justalittlebitbetter,8
1965,11,38,searchers,whenigethome,3
1965,11,39,bobdylan,positively4thstreet,3
1965,11,40,beatles,help,0
1965,11,42,seekers,thecarnivalisover,5
1965,11,47,petulaclark,roundeverycorner,6
1965,11,49,righteousbrothers,unchainedmelody,5
1965,12,1,seekers,thecarnivalisover,5
1965,12,2,who,mygeneration,0
1965,12,3,rollingstones,getoffofmycloud,3
1965,12,8,cliffrichard,windmeupletmego,5
1965,12,10,bobdylan,positively4thstreet,3
1965,12,12,genepitney,princessinrags,10
1965,12,15,everlybrothers,loveisstrange,3
1965,12,16,andywilliams,almostthere,13
1965,12,18,elvispresley,tellmewhy,4
1965,12,21,jimreeves,isitreallyover,5
1965,12,23,petulaclark,youretheone,7
1965,12,27,barrymcguire,eveofdestruction,0
1965,12,31,donovan,turquoise,3
1965,12,32,wilsonpickett,inthemidnighthour,7
1965,12,35,fourseasons,letshangon,6
1965,12,38,gerryandthepacemakers,walkhandinhand,0
1965,12,44,moodyblues,everyday,0
1965,12,45,daveclarkfive,overandover,0
1965,12,49,otisredding,mygirl,3
1965,12,50,wilsonpickett,dontfightit,0
1966,1,2,cliffrichard,windmeupletmego,5
1966,1,4,seekers,thecarnivalisover,5
1966,1,7,who,mygeneration,0
1966,1,10,fourseasons,letshangon,6
1966,1,14,kinks,tilltheendoftheday,3
1966,1,16,genepitney,princessinrags,10
1966,1,17,bobdylan,positively4thstreet,3
1966,1,21,jimreeves,isitreallyover,5
1966,1,22,otisredding,mygirl,3
1966,1,23,rollingstones,getoffofmycloud,3
1966,1,26,hollies,ifineededsomeone,0
1966,1,29,elvispresley,tellmewhy,4
1966,1,31,searchers,takemeforwhatimworth,3
1966,1,33,hermanshermits,amusttoavoid,10
1966,1,35,wilsonpickett,dontfightit,0
1966,1,38,petulaclark,youretheone,7
1966,1,39,tonybennett,theverythoughtofyou,12
1966,1,40,andywilliams,almostthere,13
1966,1,42,gerryandthepacemakers,walkhandinhand,0
1966,1,46,supremes,ihearasymphony,17
1966,1,47,joanbaez,farewellangelina,7
1966,2,5,fourseasons,letshangon,6
1966,2,6,hermanshermits,amusttoavoid,10
1966,2,8,kinks,tilltheendoftheday,3
1966,2,11,otisredding,mygirl,3
1966,2,13,rogermiller,englandswings,3
1966,2,14,seekers,thecarnivalisover,5
1966,2,16,cliffrichard,windmeupletmego,5
1966,2,23,tonybennett,theverythoughtofyou,12
1966,2,27,searchers,takemeforwhatimworth,3
1966,2,32,hollies,ifineededsomeone,0
1966,2,34,barbrastreisand,secondhandrose,0
1966,2,37,royorbison,breakinupisbreakinmyheart,5
1966,2,38,nancysinatra,thesebootsaremadeforwalkin,0
1966,2,41,who,mygeneration,0
1966,2,43,tomjones,thunderball,0
1966,2,44,dustyspringfield,littlebylittle,0
1966,3,1,nancysinatra,thesebootsaremadeforwalkin,0
1966,3,5,petulaclark,mylove,6
1966,3,8,beachboys,barbaraann,0
1966,3,13,animals,insidelookingout,8
1966,3,14,barbrastreisand,secondhandrose,0
1966,3,17,dustyspringfield,littlebylittle,0
1966,3,18,steviewonder,uptighteverythingsalright,3
1966,3,23,otisredding,mygirl,3
1966,3,26,hermanshermits,amusttoavoid,10
1966,3,28,royorbison,breakinupisbreakinmyheart,5
1966,3,33,elvispresley,blueriver,3
1966,3,37,fourseasons,letshangon,6
1966,3,43,hollies,icantletgo,0
1966,3,45,andywilliams,mayeachday,8
1966,4,2,hollies,icantletgo,0
1966,4,3,yardbirds,shapesofthings,7
1966,4,4,kinks,dedicatedfolloweroffashion,0
1966,4,9,beachboys,barbaraann,0
1966,4,10,spencerdavisgroup,somebodyhelpme,0
1966,4,14,who,substitute,0
1966,4,17,nancysinatra,thesebootsaremadeforwalkin,0
1966,4,19,cliffrichard,blueturnstogrey,8
1966,4,21,seekers,somedayoneday,0
1966,4,23,andywilliams,mayeachday,8
1966,4,24,petulaclark,mylove,6
1966,4,27,barbrastreisand,secondhandrose,0
1966,4,30,animals,insidelookingout,8
1966,4,32,elvispresley,blueriver,3
1966,4,39,cher,bangbang,0
1966,4,40,who,alegalmatter,0
1966,4,41,dustyspringfield,youdonthavetosayyouloveme,5
1966,4,47,steviewonder,uptighteverythingsalright,3
1966,5,1,dustyspringfield,youdonthavetosayyouloveme,5
1966,5,3,spencerdavisgroup,somebodyhelpme,0
1966,5,4,cher,bangbang,0
1966,5,6,lovinspoonful,daydream,3
1966,5,11,who,substitute,0
1966,5,13,beachboys,sloopjohnb,0
1966,5,15,seekers,somedayoneday,0
1966,5,18,cliffrichard,blueturnstogrey,8
1966,5,20,kinks,dedicatedfolloweroffashion,0
1966,5,23,elvispresley,frankieandjohnny,10
1966,5,25,righteousbrothers,youremysoulandinspiration,0
1966,5,29,yardbirds,shapesofthings,7
1966,5,31,royorbison,twinkletoes,10
1966,5,35,bobdylan,oneofusmustknowsoonerorlater,7
1966,5,36,who,alegalmatter,0
1966,5,37,nancysinatra,howdoesthatgrabyoudarlin,0
1966,5,38,searchers,takeitorleaveit,5
1966,5,39,nancysinatra,thesebootsaremadeforwalkin,0
1966,5,41,otisredding,satisfaction,3
1966,5,42,hollies,icantletgo,0
1966,5,49,mamasandthepapas,californiadreamin,6
1966,6,2,troggs,wildthing,0
1966,6,3,franksinatra,strangersinthenight,17
1966,6,6,beachboys,sloopjohnb,0
1966,6,8,mamasandthepapas,mondaymonday,0
1966,6,11,lovinspoonful,daydream,3
1966,6,14,dustyspringfield,youdonthavetosayyouloveme,5
1966,6,15,percysledge,whenamanlovesawoman,3
1966,6,16,cher,bangbang,0
1966,6,19,righteousbrothers,youremysoulandinspiration,0
1966,6,22,nancysinatra,howdoesthatgrabyoudarlin,0
1966,6,23,mamasandthepapas,californiadreamin,6
1966,6,31,byrds,eightmileshigh,9
1966,6,33,elvispresley,frankieandjohnny,10
1966,6,34,spencerdavisgroup,somebodyhelpme,0
1966,6,35,seekers,somedayoneday,0
1966,6,42,searchers,takeitorleaveit,5
1966,6,43,who,substitute,0
1966,7,1,beatles,paperbackwriter,3
1966,7,2,franksinatra,strangersinthenight,17
1966,7,3,kinks,sunnyafternoon,0
1966,7,5,genepitney,nobodyneedsyourlove,0
1966,7,7,percysledge,whenamanlovesawoman,3
1966,7,8,mamasandthepapas,mondaymonday,0
1966,7,9,hollies,busstop,5
1966,7,11,animals,dontbringmedown,3
1966,7,13,yardbirds,overundersidewaysdown,0
1966,7,18,troggs,wildthing,0
1966,7,19,beachboys,sloopjohnb,0
1966,7,20,royorbison,lana,6
1966,7,21,jamesbrown,itsamansmansmansworld,3
1966,7,23,hermanshermits,thisdoorswingsbothways,5
1966,7,34,petulaclark,icouldntlivewithoutyourlove,6
1966,7,38,lovinspoonful,daydream,3
1966,7,50,byrds,eightmileshigh,9
1966,8,3,troggs,withagirllikeyou,3
1966,8,5,kinks,sunnyafternoon,0
1966,8,6,petulaclark,icouldntlivewithoutyourlove,6
1966,8,8,elvispresley,loveletters,0
1966,8,11,genepitney,nobodyneedsyourlove,0
1966,8,12,hollies,busstop,5
1966,8,15,franksinatra,strangersinthenight,17
1966,8,16,lovinspoonful,summerinthecity,0
1966,8,18,cliffrichard,visions,6
1966,8,19,beatles,paperbackwriter,3
1966,8,20,royorbison,lana,6
1966,8,22,bobdylan,iwantyou,3
1966,8,26,percysledge,whenamanlovesawoman,3
1966,8,31,mamasandthepapas,mondaymonday,0
1966,8,32,hermanshermits,thisdoorswingsbothways,5
1966,8,33,jamesbrown,itsamansmansmansworld,3
1966,8,34,beachboys,godonlyknows,3
1966,8,36,beachboys,sloopjohnb,0
1966,8,37,otisredding,myloversprayer,3
1966,8,39,temptations,ainttooproudtobeg,3
1966,8,41,fourtops,lovingyouissweeterthanever,7
1966,8,42,tommyjamesandtheshondells,hankypanky,3
1966,8,43,yardbirds,overundersidewaysdown,0
1966,9,2,beachboys,godonlyknows,3
1966,9,5,troggs,withagirllikeyou,3
1966,9,7,cliffrichard,visions,6
1966,9,8,royorbison,toosoontoknow,0
1966,9,10,lovinspoonful,summerinthecity,0
1966,9,17,jimreeves,distantdrums,3
1966,9,20,bobdylan,iwantyou,3
1966,9,21,temptations,ainttooproudtobeg,3
1966,9,22,fourtops,lovingyouissweeterthanever,7
1966,9,26,franksinatra,strangersinthenight,17
1966,9,28,elvispresley,loveletters,0
1966,9,31,petulaclark,icouldntlivewithoutyourlove,6
1966,9,34,percysledge,warmandtenderlove,6
1966,9,35,kinks,sunnyafternoon,0
1966,9,37,steviewonder,blowininthewind,5
1966,9,38,spencerdavisgroup,whenicomehome,0
1966,9,40,tommyjamesandtheshondells,hankypanky,3
1966,9,42,who,imaboy,0
1966,9,46,who,thekidsarealright,3
1966,9,47,tomjones,thisandthat,4
1966,9,48,genepitney,nobodyneedsyourlove,0
1966,9,49,percysledge,whenamanlovesawoman,3
1966,10,1,jimreeves,distantdrums,3
1966,10,2,who,imaboy,0
1966,10,3,supremes,youcanthurrylove,5
1966,10,5,royorbison,toosoontoknow,0
1966,10,10,seekers,walkwithme,6
1966,10,16,beachboys,godonlyknows,3
1966,10,17,rollingstones,haveyouseenyourmotherbabystandingintheshadow,5
1966,10,19,spencerdavisgroup,whenicomehome,0
1966,10,35,cliffrichard,visions,6
1966,10,37,cher,sunny,3
1966,10,40,andywilliams,inthearmsoflove,3
1966,10,41,franksinatra,summerwind,13
1966,10,42,fourseasons,ivegotyouundermyskin,0
1966,10,43,troggs,icantcontrolmyself,5
1966,10,45,fourtops,lovingyouissweeterthanever,7
1966,10,48,troggs,withagirllikeyou,3
1966,11,1,fourtops,reachoutillbethere,0
1966,11,2,troggs,icantcontrolmyself,5
1966,11,3,jimreeves,distantdrums,3
1966,11,4,hollies,stopstopstop,3
1966,11,8,who,imaboy,0
1966,11,9,hermanshermits,nomilktoday,3
1966,11,10,rollingstones,haveyouseenyourmotherbabystandingintheshadow,5
1966,11,12,supremes,youcanthurrylove,5
1966,11,13,cliffrichard,timedragsby,3
1966,11,14,fourseasons,ivegotyouundermyskin,0
1966,11,16,seekers,walkwithme,6
1966,11,18,bobbydarin,ifiwereacarpenter,0
1966,11,20,royorbison,toosoontoknow,0
1966,11,21,temptations,beautyisonlyskindeep,9
1966,11,22,elvispresley,allthatiam,6
1966,11,29,catstevens,ilovemydog,3
1966,11,34,cream,wrappingpaper,0
1966,11,35,andywilliams,inthearmsoflove,3
1966,11,39,franksinatra,summerwind,13
1966,11,41,beachboys,godonlyknows,3
1966,11,43,spencerdavisgroup,whenicomehome,0
1966,11,47,yardbirds,happeningstenyearstimeago,0
1966,12,1,tomjones,greengreengrassofhome,8
1966,12,2,beachboys,goodvibrations,9
1966,12,7,fourtops,reachoutillbethere,0
1966,12,9,genepitney,justonesmile,0
1966,12,12,jimreeves,distantdrums,3
1966,12,13,hollies,stopstopstop,3
1966,12,15,bobbydarin,ifiwereacarpenter,0
1966,12,16,kinks,deadendstreet,3
1966,12,18,seekers,morningtownride,6
1966,12,19,troggs,icantcontrolmyself,5
1966,12,23,hermanshermits,nomilktoday,3
1966,12,27,cliffrichard,timedragsby,3
1966,12,28,otisredding,fafafafafasadsong,3
1966,12,29,supremes,youkeepmehanginon,0
1966,12,30,temptations,beautyisonlyskindeep,9
1966,12,34,fourseasons,ivegotyouundermyskin,0
1966,12,35,elvispresley,allthatiam,6
1966,12,38,royorbison,toosoontoknow,0
1966,12,39,royorbison,therewontbemanycominghome,3
1966,12,40,elvispresley,ifeverydaywaslikechristmas,3
1966,12,41,catstevens,ilovemydog,3
1966,12,50,hermanshermits,eastwest,3
1967,1,1,tomjones,greengreengrassofhome,8
1967,1,2,donovan,sunshinesuperman,3
1967,1,4,seekers,morningtownride,6
1967,1,5,kinks,deadendstreet,3
1967,1,9,elvispresley,ifeverydaywaslikechristmas,3
1967,1,10,supremes,youkeepmehanginon,0
1967,1,11,beachboys,goodvibrations,9
1967,1,12,royorbison,therewontbemanycominghome,3
1967,1,13,who,happyjack,0
1967,1,16,jimreeves,distantdrums,3
1967,1,19,troggs,anywaythatyouwantme,5
1967,1,24,righteousbrothers,islandinthesun,3
1967,1,26,genepitney,justonesmile,0
1967,1,27,cream,ifeelfree,3
1967,1,30,otisredding,fafafafafasadsong,3
1967,1,31,temptations,iknowimlosingyou,5
1967,1,33,hermanshermits,eastwest,3
1967,1,34,wilsonpickett,mustangsally,3
1967,1,38,jimihendrix,heyjoe,0
